"2012 Medicare Advantage, and Cost Plans",,,,,,,,,,,,,,
"Data as of March 8, 2012.  Includes all 2012 approved contracts/plans.  PACE, Special Needs Plans, Part B Only Plans, and Employer  sponsored plans (800 series) are excluded. Plans under sanction are not shown.",,,,,,,,,,,,,,
"Notes: Data are subject to change as contracts are finalized.  For 2012, enhanced alternative plans may offer additional gap coverage which is calculated as the percentage of “generic” formulary products with coverage above and beyond the 2012 standard ""generic"" coverage gap cost-sharing benefit and/or the percentage of “brand” formulary products covered in addition to the coverage gap discount for applicable drugs.  Additional gap coverage levels are determined separately for formulary generic and brand products and are described as follows:   “All”: 100% of formulary drugs are covered through the gap, “Many”: ?65% to <100% of formulary drugs are covered through the gap, “Some”: ?10% to <65 % of formulary drugs are covered through the gap, “Few”: >0% to <10% of formulary drugs are covered through the gap (and must also be >15 products covered through the gap), “No Gap Coverage”:  0% of formulary drugs are covered through the gap (or ?15 products covered through the gap).  A label of “All Formulary Drugs” is applied for plans that cover 100% of “generic” and 100% of “brand” products (either by covering all formulary drug products in the gap or by having no initial coverage limit).",,,,,,,,,,,,,,
* Indicates plan does not offer Part D drug coverage.,,,,,,,,,,,,,,
** MOOP is defined as: Maximum Out-of-Pocket (MOOP) limit on enrollee spending that includes costs for all in-network Part A and Part B Services. N/A is defined as Not Applicable,,,,,,,,,,,,,,
State,County,Organization Name,Plan Name,Type of Medicare Health Plan,"Monthly Consolidated Premium 
(Includes 
Part C + D)",Annual Drug Deductible,"Drug 
Benefit 
Type","Type of 
Additional Coverage Offered in the Gap",Drug Benefit Type Detail,Contract ID,Plan ID,Segment ID,In-network MOOP Amount **,Overall            Star Rating
Georgia,Crawford,Humana Insurance Company,HumanaChoice R5826-064 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,64,0,"$4,900 ",3
Georgia,Crawford,Humana Insurance Company,HumanaChoice R5826-077 (Regional PPO),Regional PPO,$76.00 ,$200 ,Basic,No Gap Coverage,BA,R5826,77,0,"$5,900 ",3
Georgia,Crawford,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",Presidential (PFFS),PFFS *,$0.00 ,,,,,H9720,38,0,"$3,400 ",3
Georgia,Crawford,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",Presidential Plus (PFFS),PFFS,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H9720,39,0,"$3,400 ",3
Georgia,Crawford,Southeast Community Care,Southeast Community Care - Plus (HMO),Local HMO,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5578,6,0,"$6,700 ",2
Georgia,Crawford,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$95.00 ,,,,,H5421,209,0,"$3,250 ",2.5
Georgia,Crawford,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$60.00 ,,,,,H5421,49,0,"$6,700 ",2.5
Georgia,Crawford,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$139.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,67,0,"$3,250 ",2.5
Georgia,Crawford,Universal American Corp.,Today's Options Premier Plus 450D (PFFS),PFFS,$82.00 ,$50 ,Basic,No Gap Coverage,BA,H5421,73,0,"$6,700 ",2.5
Georgia,Crisp,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold (PFFS)",PFFS,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5820,2,0,"$6,700 ",2.5
Georgia,Crisp,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold MA Only (PFFS)",PFFS *,$0.00 ,,,,,H5820,26,0,"$6,700 ",2.5
Georgia,Crisp,Care Improvement Plus,Care Improvement Plus Medicare Advantage (Regional PPO),Regional PPO,$70.00 ,$230 ,Basic,No Gap Coverage,BA,R9896,12,0,"$6,700 ",3
Georgia,Crisp,Humana Insurance Company,Humana Gold Choice H2944-114 (PFFS),PFFS,$61.00 ,$0 ,Enhanced,Few Generics and Few Brands,EA,H2944,114,0,"$5,900 ",3
Georgia,Crisp,Humana Insurance Company,Humana Gold Choice H2944-193 (PFFS),PFFS *,$15.00 ,,,,,H2944,193,0,"$6,700 ",3
Georgia,Crisp,Humana Insurance Company,HumanaChoice R5826-064 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,64,0,"$4,900 ",3
Georgia,Crisp,Humana Insurance Company,HumanaChoice R5826-077 (Regional PPO),Regional PPO,$76.00 ,$200 ,Basic,No Gap Coverage,BA,R5826,77,0,"$5,900 ",3
Georgia,Crisp,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",Presidential (PFFS),PFFS *,$0.00 ,,,,,H9720,38,0,"$3,400 ",3
Georgia,Crisp,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",Presidential Plus (PFFS),PFFS,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H9720,39,0,"$3,400 ",3
Georgia,Crisp,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$95.00 ,,,,,H5421,209,0,"$3,250 ",2.5
Georgia,Crisp,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$60.00 ,,,,,H5421,49,0,"$6,700 ",2.5
Georgia,Crisp,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$139.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,67,0,"$3,250 ",2.5
Georgia,Crisp,Universal American Corp.,Today's Options Premier Plus 450D (PFFS),PFFS,$82.00 ,$50 ,Basic,No Gap Coverage,BA,H5421,73,0,"$6,700 ",2.5
Georgia,Crisp,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$0.00 ,,,,,H5435,1,0,"$6,200 ",3
Georgia,Crisp,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$28.00 ,$0 ,Basic,No Gap Coverage,BA,H5435,14,0,"$6,700 ",3
Georgia,Crisp,Sterling Life Insurance Company,WindsorSterling Gold Access Plan (PFFS),PFFS,$60.00 ,$50 ,Basic,No Gap Coverage,BA,H5006,17,10,"$4,000 ",3
Georgia,Crisp,Sterling Life Insurance Company,WindsorSterling Silver Access Plan (PFFS),PFFS *,$30.00 ,,,,,H5006,18,10,"$4,000 ",3
Georgia,Dade,Care Improvement Plus,Care Improvement Plus Medicare Advantage (Regional PPO),Regional PPO,$70.00 ,$230 ,Basic,No Gap Coverage,BA,R9896,12,0,"$6,700 ",3
Georgia,Dade,HealthSpring Life & Health,HealthyAdvantage NGA (HMO),Local HMO *,$0.00 ,,,,,H2165,4,0,"$3,400 ",Not enough data to calculate overall rating
Georgia,Dade,HealthSpring Life & Health,HealthyAdvantage Preferred NGA (HMO),Local HMO,$0.00 ,$0 ,Enhanced,Many Generics,EA,H2165,5,0,"$3,400 ",Not enough data to calculate overall rating
Georgia,Dade,HealthSpring Life & Health,HealthyAdvantage Premier NGA (HMO-POS),Local HMO,$26.00 ,$0 ,Enhanced,Many Generics,EA,H2165,11,0,"$3,400 ",Not enough data to calculate overall rating
Georgia,Dade,"Humana Employers Health Plan of Georgia, Inc.",Humana Gold Plus H4141-006 (HMO),Local HMO,$98.00 ,$0 ,Enhanced,Few Generics and Few Brands,EA,H4141,6,0,"$3,400 ",3
Georgia,Dade,"Humana Employers Health Plan of Georgia, Inc.",Humana Gold Plus H4141-008 (HMO),Local HMO,$28.00 ,$0 ,Enhanced,Few Generics and Few Brands,EA,H4141,8,0,"$3,400 ",3
Georgia,Dade,Humana Insurance Company,HumanaChoice H4408-006 (PPO),Local PPO,$42.00 ,$0 ,Enhanced,Few Generics and Few Brands,EA,H4408,6,0,"$5,300 ",3
Georgia,Dade,Humana Insurance Company,HumanaChoice R5826-064 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,64,0,"$4,900 ",3
Georgia,Dade,Humana Insurance Company,HumanaChoice R5826-077 (Regional PPO),Regional PPO,$76.00 ,$200 ,Basic,No Gap Coverage,BA,R5826,77,0,"$5,900 ",3
Georgia,Dawson,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold (PFFS)",PFFS,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5820,2,0,"$6,700 ",2.5
Georgia,Dawson,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold MA Only (PFFS)",PFFS *,$0.00 ,,,,,H5820,26,0,"$6,700 ",2.5
Georgia,Dawson,Care Improvement Plus,Care Improvement Plus Medicare Advantage (Regional PPO),Regional PPO,$70.00 ,$230 ,Basic,No Gap Coverage,BA,R9896,12,0,"$6,700 ",3
Georgia,Dawson,Humana Insurance Company,HumanaChoice H5214-003 (PPO),Local PPO,$42.00 ,$0 ,Enhanced,Few Generics and Few Brands,EA,H5214,3,0,"$4,900 ",3
Georgia,Dawson,Humana Insurance Company,HumanaChoice R5826-064 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,64,0,"$4,900 ",3
Georgia,Dawson,Humana Insurance Company,HumanaChoice R5826-077 (Regional PPO),Regional PPO,$76.00 ,$200 ,Basic,No Gap Coverage,BA,R5826,77,0,"$5,900 ",3
Georgia,Dawson,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",Presidential (PFFS),PFFS *,$0.00 ,,,,,H9720,38,0,"$3,400 ",3
Georgia,Dawson,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",Presidential Plus (PFFS),PFFS,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H9720,39,0,"$3,400 ",3
Georgia,Dawson,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$70.00 ,,,,,H5421,208,0,"$3,250 ",2.5
Georgia,Dawson,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$35.00 ,,,,,H5421,48,0,"$6,700 ",2.5
Georgia,Dawson,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$114.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,214,0,"$3,250 ",2.5
Georgia,Dawson,Universal American Corp.,Today's Options Premier Plus 450C (PFFS),PFFS,$56.00 ,$35 ,Basic,No Gap Coverage,BA,H5421,72,0,"$6,700 ",2.5
Georgia,Dawson,Sterling Life Insurance Company,WindsorSterling Gold Access Plan (PFFS),PFFS,$60.00 ,$50 ,Basic,No Gap Coverage,BA,H5006,17,10,"$4,000 ",3
Georgia,Dawson,Sterling Life Insurance Company,WindsorSterling Silver Access Plan (PFFS),PFFS *,$30.00 ,,,,,H5006,18,10,"$4,000 ",3
Georgia,Decatur,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold (PFFS)",PFFS,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5820,2,0,"$6,700 ",2.5
Georgia,Decatur,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold MA Only (PFFS)",PFFS *,$0.00 ,,,,,H5820,26,0,"$6,700 ",2.5
Georgia,Decatur,Care Improvement Plus,Care Improvement Plus Medicare Advantage (Regional PPO),Regional PPO,$70.00 ,$230 ,Basic,No Gap Coverage,BA,R9896,12,0,"$6,700 ",3
Georgia,Decatur,Humana Insurance Company,Humana Gold Choice H2944-114 (PFFS),PFFS,$61.00 ,$0 ,Enhanced,Few Generics and Few Brands,EA,H2944,114,0,"$5,900 ",3
Georgia,Decatur,Humana Insurance Company,Humana Gold Choice H2944-193 (PFFS),PFFS *,$15.00 ,,,,,H2944,193,0,"$6,700 ",3
Georgia,Decatur,Humana Insurance Company,HumanaChoice R5826-064 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,64,0,"$4,900 ",3
Georgia,Decatur,Humana Insurance Company,HumanaChoice R5826-077 (Regional PPO),Regional PPO,$76.00 ,$200 ,Basic,No Gap Coverage,BA,R5826,77,0,"$5,900 ",3
Georgia,Decatur,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",Presidential (PFFS),PFFS *,$0.00 ,,,,,H9720,38,0,"$3,400 ",3
Georgia,Decatur,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",Presidential Plus (PFFS),PFFS,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H9720,39,0,"$3,400 ",3
Georgia,Decatur,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$70.00 ,,,,,H5421,208,0,"$3,250 ",2.5
Georgia,Decatur,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$35.00 ,,,,,H5421,48,0,"$6,700 ",2.5
Georgia,Decatur,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$114.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,214,0,"$3,250 ",2.5
Georgia,Decatur,Universal American Corp.,Today's Options Premier Plus 450C (PFFS),PFFS,$56.00 ,$35 ,Basic,No Gap Coverage,BA,H5421,72,0,"$6,700 ",2.5
Georgia,Decatur,UnitedHealthcare,UnitedHealthcare MedicareDirect Essential (PFFS),PFFS *,$0.00 ,,,,,H5435,1,0,"$6,200 ",3
Georgia,Decatur,UnitedHealthcare,UnitedHealthcare MedicareDirect Rx (PFFS),PFFS,$28.00 ,$0 ,Basic,No Gap Coverage,BA,H5435,14,0,"$6,700 ",3
Georgia,Decatur,Sterling Life Insurance Company,WindsorSterling Gold Access Plan (PFFS),PFFS,$60.00 ,$50 ,Basic,No Gap Coverage,BA,H5006,17,10,"$4,000 ",3
Georgia,Decatur,Sterling Life Insurance Company,WindsorSterling Silver Access Plan (PFFS),PFFS *,$30.00 ,,,,,H5006,18,10,"$4,000 ",3
Georgia,DeKalb,UnitedHealthcare,AARP MedicareComplete (HMO),Local HMO,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H1111,6,0,"$3,900 ",2.5
Georgia,DeKalb,UnitedHealthcare,AARP MedicareComplete Plus (HMO-POS),Local HMO,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H2182,1,0,"$4,250 ",3
Georgia,DeKalb,Coventry Health Care,Advantra Elite (HMO),Local HMO,$0.00 ,$0 ,Enhanced,Many Generics,EA,H5302,8,0,"$3,300 ",2.5
Georgia,DeKalb,Coventry Health Care,Advantra Silver (HMO-POS),Local HMO,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5302,3,0,"$4,375 ",2.5
Georgia,DeKalb,Coventry Health Care,Advantra Silver Plus (HMO-POS),Local HMO,$38.00 ,$0 ,Enhanced,Many Generics,EA,H5302,6,0,"$4,200 ",2.5
Georgia,DeKalb,Aetna Medicare,Aetna Medicare Premier Plan (HMO),Local HMO,$98.00 ,$0 ,Enhanced,Many Generics,EA,H1109,3,0,"$6,700 ",3
Georgia,DeKalb,Aetna Medicare,Aetna Medicare Standard Plan (PPO),Local PPO,$63.00 ,$0 ,Enhanced,No Gap Coverage,EA,H1110,1,0,"$6,700 ",4
Georgia,DeKalb,Aetna Medicare,Aetna Medicare Value Plan (HMO),Local HMO,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H1109,1,0,"$6,700 ",3
Georgia,DeKalb,"Universal Health Care Insurance Company, Inc.","Any, Any, Any Gold (PFFS)",PFFS,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H8098,1,0,"$6,700 ",Plan too new to be measured
Georgia,DeKalb,"Universal Health Care Insurance Company, Inc.","Any, Any, Any Gold MA Only (PFFS)",PFFS *,$0.00 ,,,,,H8098,3,0,"$6,700 ",Plan too new to be measured
Georgia,DeKalb,Blue Cross Blue Shield Healthcare Plan of Georgia,BlueValue Basic (HMO),Local HMO,$0.00 ,$60 ,Enhanced,No Gap Coverage,EA,H5422,6,0,"$4,500 ",3
Georgia,DeKalb,Blue Cross Blue Shield Healthcare Plan of Georgia,BlueValue Secure (HMO),Local HMO,$25.00 ,$60 ,Enhanced,Many Generics,EA,H5422,2,0,"$3,300 ",3
Georgia,DeKalb,Care Improvement Plus,Care Improvement Plus Medicare Advantage (PPO),Local PPO,$38.00 ,$0 ,Enhanced,No Gap Coverage,EA,H6528,6,0,"$6,700 ",Not enough data to calculate overall rating
Georgia,DeKalb,Care Improvement Plus,Care Improvement Plus Medicare Advantage (Regional PPO),Regional PPO,$70.00 ,$230 ,Basic,No Gap Coverage,BA,R9896,12,0,"$6,700 ",3
Georgia,DeKalb,Humana Insurance Company,Humana Gold Choice H8145-079 (PFFS),PFFS,$70.00 ,$0 ,Enhanced,Few Generics and Few Brands,EA,H8145,79,0,"$5,900 ",Plan too new to be measured
Georgia,DeKalb,Humana Insurance Company,Humana Gold Choice H8145-117 (PFFS),PFFS *,$15.00 ,,,,,H8145,117,0,"$6,700 ",Plan too new to be measured
Georgia,DeKalb,"Humana Employers Health Plan of Georgia, Inc.",Humana Gold Plus H4141-001 (HMO),Local HMO,$0.00 ,$0 ,Enhanced,Some Generics and Few Brands,EA,H4141,1,0,"$3,900 ",3
Georgia,DeKalb,Humana Insurance Company,HumanaChoice H5214-003 (PPO),Local PPO,$42.00 ,$0 ,Enhanced,Few Generics and Few Brands,EA,H5214,3,0,"$4,900 ",3
Georgia,DeKalb,Humana Insurance Company,HumanaChoice R5826-064 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,64,0,"$4,900 ",3
Georgia,DeKalb,Humana Insurance Company,HumanaChoice R5826-077 (Regional PPO),Regional PPO,$76.00 ,$200 ,Basic,No Gap Coverage,BA,R5826,77,0,"$5,900 ",3
Georgia,DeKalb,Kaiser Permanente Senior Advantage,Kaiser Permanente Senior Advantage Basic (HMO),Local HMO,$0.00 ,$0 ,Enhanced,All Generics and Few Brands,EA,H1170,9,0,"$3,400 ",4.5
Georgia,DeKalb,Kaiser Permanente Senior Advantage,Kaiser Permanente Senior Advantage Enhanced (HMO),Local HMO,$61.00 ,$0 ,Enhanced,All Generics and Few Brands,EA,H1170,2,0,"$3,400 ",4.5
Georgia,DeKalb,Blue Cross Blue Shield of Georgia,Medicare Preferred Core (PPO),Local PPO,$0.00 ,$60 ,Enhanced,No Gap Coverage,EA,H9947,1,0,"$4,900 ",Plan too new to be measured
Georgia,DeKalb,Blue Cross Blue Shield of Georgia,Medicare Preferred Online (PPO),Local PPO,$0.00 ,$60 ,Enhanced,Many Generics,EA,H9947,3,0,"$6,700 ",Plan too new to be measured
Georgia,DeKalb,Blue Cross Blue Shield of Georgia,Medicare Preferred Premier (PPO),Local PPO,$40.00 ,$60 ,Enhanced,Many Generics,EA,H9947,2,0,"$3,400 ",Plan too new to be measured
Georgia,DeKalb,Coventry Health Care,Silver Advantage (HMO),Local HMO,$29.60 ,$0 ,Enhanced,Many Generics,EA,H5302,7,0,"$6,500 ",2.5
Georgia,DeKalb,Universal American Corp.,Today's Options Advantage Plus 250A (PPO),Local PPO,$122.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5378,200,0,"$3,250 ",2.5
Georgia,DeKalb,Universal American Corp.,Today's Options Advantage Plus 450F (PPO),Local PPO,$51.00 ,$75 ,Basic,No Gap Coverage,BA,H5378,184,0,"$6,700 ",2.5
Georgia,DeKalb,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$80.00 ,,,,,H6169,51,0,"$3,250 ",Plan too new to be measured
Georgia,DeKalb,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$50.00 ,,,,,H6169,13,0,"$6,700 ",Plan too new to be measured
Georgia,DeKalb,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$147.00 ,$0 ,Enhanced,No Gap Coverage,EA,H6169,24,0,"$3,250 ",Plan too new to be measured
Georgia,DeKalb,Universal American Corp.,Today's Options Premier Plus 450C (PFFS),PFFS,$87.00 ,$35 ,Basic,No Gap Coverage,BA,H6169,33,0,"$6,700 ",Plan too new to be measured
Georgia,DeKalb,"Universal Health Care Insurance Company, Inc.",Universal Hassle-Free (PPO),Local PPO,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5096,1,0,"$6,700 ",Plan too new to be measured
Georgia,DeKalb,"Universal Health Care Insurance Company, Inc.",Universal Hassle-Free MA Only (PPO),Local PPO *,$0.00 ,,,,,H5096,2,0,"$6,700 ",Plan too new to be measured
Georgia,DeKalb,WellCare,WellCare Value (HMO-POS),Local HMO,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H1112,27,0,"$4,000 ",3
Georgia,DeKalb,Sterling Life Insurance Company,WindsorSterling Gold Plus Plan (PPO),Local PPO,$55.00 ,$0 ,Basic,No Gap Coverage,BA,H9988,2,0,"$4,000 ",Not enough data to calculate overall rating
Georgia,Dodge,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold (PFFS)",PFFS,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5820,2,0,"$6,700 ",2.5
Georgia,Dodge,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold MA Only (PFFS)",PFFS *,$0.00 ,,,,,H5820,26,0,"$6,700 ",2.5
Georgia,Dodge,Care Improvement Plus,Care Improvement Plus Medicare Advantage (Regional PPO),Regional PPO,$70.00 ,$230 ,Basic,No Gap Coverage,BA,R9896,12,0,"$6,700 ",3
Georgia,Dodge,Humana Insurance Company,HumanaChoice R5826-064 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,64,0,"$4,900 ",3
Georgia,Dodge,Humana Insurance Company,HumanaChoice R5826-077 (Regional PPO),Regional PPO,$76.00 ,$200 ,Basic,No Gap Coverage,BA,R5826,77,0,"$5,900 ",3
Georgia,Dodge,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",Presidential (PFFS),PFFS *,$0.00 ,,,,,H9720,38,0,"$3,400 ",3
Georgia,Dodge,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",Presidential Plus (PFFS),PFFS,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H9720,39,0,"$3,400 ",3
Georgia,Dodge,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$125.00 ,,,,,H5421,211,0,"$3,250 ",2.5
Georgia,Dodge,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$90.00 ,,,,,H5421,57,0,"$6,700 ",2.5
Georgia,Dodge,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$159.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,215,0,"$3,250 ",2.5
Georgia,Dodge,Universal American Corp.,Today's Options Premier Plus 450C (PFFS),PFFS,$102.00 ,$35 ,Basic,No Gap Coverage,BA,H5421,75,0,"$6,700 ",2.5
Georgia,Dodge,Sterling Life Insurance Company,WindsorSterling Gold Access Plan (PFFS),PFFS,$60.00 ,$50 ,Basic,No Gap Coverage,BA,H5006,17,10,"$4,000 ",3
Georgia,Dodge,Sterling Life Insurance Company,WindsorSterling Silver Access Plan (PFFS),PFFS *,$30.00 ,,,,,H5006,18,10,"$4,000 ",3
Georgia,Dooly,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold (PFFS)",PFFS,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5820,2,0,"$6,700 ",2.5
Georgia,Dooly,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold MA Only (PFFS)",PFFS *,$0.00 ,,,,,H5820,26,0,"$6,700 ",2.5
Georgia,Dooly,Care Improvement Plus,Care Improvement Plus Medicare Advantage (Regional PPO),Regional PPO,$70.00 ,$230 ,Basic,No Gap Coverage,BA,R9896,12,0,"$6,700 ",3
Georgia,Dooly,Humana Insurance Company,HumanaChoice R5826-064 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,64,0,"$4,900 ",3
Georgia,Dooly,Humana Insurance Company,HumanaChoice R5826-077 (Regional PPO),Regional PPO,$76.00 ,$200 ,Basic,No Gap Coverage,BA,R5826,77,0,"$5,900 ",3
Georgia,Dooly,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",Presidential (PFFS),PFFS *,$0.00 ,,,,,H9720,38,0,"$3,400 ",3
Georgia,Dooly,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",Presidential Plus (PFFS),PFFS,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H9720,39,0,"$3,400 ",3
Georgia,Dooly,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$95.00 ,,,,,H5421,209,0,"$3,250 ",2.5
Georgia,Dooly,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$60.00 ,,,,,H5421,49,0,"$6,700 ",2.5
Georgia,Dooly,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$139.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,67,0,"$3,250 ",2.5
Georgia,Dooly,Universal American Corp.,Today's Options Premier Plus 450D (PFFS),PFFS,$82.00 ,$50 ,Basic,No Gap Coverage,BA,H5421,73,0,"$6,700 ",2.5
Georgia,Dooly,Sterling Life Insurance Company,WindsorSterling Gold Access Plan (PFFS),PFFS,$60.00 ,$50 ,Basic,No Gap Coverage,BA,H5006,17,10,"$4,000 ",3
Georgia,Dooly,Sterling Life Insurance Company,WindsorSterling Silver Access Plan (PFFS),PFFS *,$30.00 ,,,,,H5006,18,10,"$4,000 ",3
Georgia,Dougherty,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold (PFFS)",PFFS,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5820,2,0,"$6,700 ",2.5
Georgia,Dougherty,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold MA Only (PFFS)",PFFS *,$0.00 ,,,,,H5820,26,0,"$6,700 ",2.5
Georgia,Dougherty,Care Improvement Plus,Care Improvement Plus Medicare Advantage (Regional PPO),Regional PPO,$70.00 ,$230 ,Basic,No Gap Coverage,BA,R9896,12,0,"$6,700 ",3
Georgia,Dougherty,Humana Insurance Company,HumanaChoice R5826-064 (Regional PPO),Regional PPO *,$0.00 ,,,,,R5826,64,0,"$4,900 ",3
Georgia,Dougherty,Humana Insurance Company,HumanaChoice R5826-077 (Regional PPO),Regional PPO,$76.00 ,$200 ,Basic,No Gap Coverage,BA,R5826,77,0,"$5,900 ",3
Georgia,Dougherty,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",Presidential (PFFS),PFFS *,$0.00 ,,,,,H9720,38,0,"$3,400 ",3
Georgia,Dougherty,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",Presidential Plus (PFFS),PFFS,$0.00 ,$0 ,Enhanced,No Gap Coverage,EA,H9720,39,0,"$3,400 ",3
Georgia,Dougherty,Universal American Corp.,Today's Options Premier 200 (PFFS),PFFS *,$125.00 ,,,,,H5421,211,0,"$3,250 ",2.5
Georgia,Dougherty,Universal American Corp.,Today's Options Premier 400 (PFFS),PFFS *,$90.00 ,,,,,H5421,57,0,"$6,700 ",2.5
Georgia,Dougherty,Universal American Corp.,Today's Options Premier Plus 250A (PFFS),PFFS,$159.00 ,$0 ,Enhanced,No Gap Coverage,EA,H5421,215,0,"$3,250 ",2.5
Georgia,Dougherty,Universal American Corp.,Today's Options Premier Plus 450C (PFFS),PFFS,$102.00 ,$35 ,Basic,No Gap Coverage,BA,H5421,75,0,"$6,700 ",2.5
Georgia,Dougherty,Sterling Life Insurance Company,WindsorSterling Gold Access Plan (PFFS),PFFS,$60.00 ,$50 ,Basic,No Gap Coverage,BA,H5006,17,10,"$4,000 ",3
Georgia,Dougherty,Sterling Life Insurance Company,WindsorSterling Silver Access Plan (PFFS),PFFS *,$30.00 ,,,,,H5006,18,10,"$4,000 ",3
Georgia,Douglas,Coventry Health Care,Advantra Elite (HMO),Local HMO,$0.00 ,$0 ,Enhanced,Many Generics,EA,H5302,8,0,"$3,300 ",2.5
