"2013 Medicare Advantage, and Cost Plans",,,,,,,,,,,,,,
"Data as of November 21, 2012.  Includes 2013 approved contracts/plans.  PACE, Special Needs Plans, Part B Only Plans, Medicare/Medicaid plans, and Employer  sponsored plans (800 series) are excluded. Plans under sanction are not shown.",,,,,,,,,,,,,,
"Notes: Data are subject to change as contracts are finalized.  For 2013, enhanced alternative plans may offer additional gap coverage which is calculated as the percentage of “generic” formulary products with coverage above and beyond the 2013 standard ""generic"" coverage gap cost-sharing benefit and/or the percentage of “brand” formulary products covered in addition to the coverage gap discount for applicable drugs.  Additional gap coverage levels are determined separately for formulary generic and brand products and are described as follows:   “All”: 100% of formulary drugs are covered through the gap, “Many”: ?65% to <100% of formulary drugs are covered through the gap, “Some”: ?10% to <65 % of formulary drugs are covered through the gap, “Few”: >0% to <10% of formulary drugs are covered through the gap (and must also be >15 products covered through the gap), “No Gap Coverage”:  0% of formulary drugs are covered through the gap (or ?15 products covered through the gap).  A label of “All Formulary Drugs” is applied for plans that cover 100% of “generic” and 100% of “brand” products (either by covering all formulary drug products in the gap or by having no initial coverage limit).",,,,,,,,,,,,,,
* Indicates plan does not offer Part D drug coverage.,,,,,,,,,,,,,,
** MOOP is defined as: Maximum Out-of-Pocket (MOOP) limit on enrollee spending that includes costs for all in-network Part A and Part B Services. N/A is defined as Not Applicable,,,,,,,,,,,,,,
State,County,Organization Name,Plan Name,Type of Medicare Health Plan,"Monthly Consolidated Premium 
(Includes 
Part C + D)",Annual Drug Deductible,"Drug 
Benefit 
Type","Type of 
Additional Coverage Offered in the Gap",Drug Benefit Type Detail,Contract ID,Plan ID,Segment ID,In-network MOOP Amount **,Overall            Star Rating
Florida,Dixie,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R5287,001,0," $4,900 ",3 Stars
Florida,Dixie,UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *,$0.00,,,,,R5287,002,0," $3,500 ",3 Stars
Florida,Dixie,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO,$85.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,005,0," $4,750 ",3.5 Stars
Florida,Dixie,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,018,0," $4,000 ",3.5 Stars
Florida,Dixie,Humana Insurance Company,Humana Reader's Digest Healthy Living Plan (Regional PPO),Regional PPO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,074,0," $4,950 ",3.5 Stars
Florida,Duval,Florida Blue HMO,BlueMedicare HMO (HMO),Local HMO,$0.00,$0,Basic,No Gap Coverage,BA,H1026,043,0," $6,700 ",3 Stars
Florida,Duval,WellCare,WellCare Choice (HMO-POS),Local HMO,$40.60,$0,Enhanced,All Generics,EA,H1032,002,0," $3,400 ",3 Stars
Florida,Duval,WellCare,WellCare Advance (HMO),Local HMO *,$0.00,,,,,H1032,037,0," $3,400 ",3 Stars
Florida,Duval,WellCare,WellCare Value (HMO-POS),Local HMO,$0.00,$0,Enhanced,No Gap Coverage,EA,H1032,073,0," $6,700 ",3 Stars
Florida,Duval,"Humana Medical Plan, Inc.",Humana Gold Plus H1036-081D (HMO),Local HMO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,H1036,081,0," $6,700 ",4.5 Stars
Florida,Duval,"Universal Health Care, Inc.",Universal Masterpiece (HMO),Local HMO,$0.00,$0,Enhanced,Many Generics,EA,H5404,001,0," $2,450 ",2.5 Stars
Florida,Duval,"Universal Health Care, Inc.",Universal Masterpiece Plus (HMO),Local HMO,$29.00,$0,Enhanced,No Gap Coverage,EA,H5404,086,0," $3,400 ",2.5 Stars
Florida,Duval,"Universal Health Care, Inc.",Universal Safeguard (HMO),Local HMO,$0.00,$0,Enhanced,No Gap Coverage,EA,H5404,144,0," $5,000 ",2.5 Stars
Florida,Duval,Aetna Medicare,Aetna Medicare Value Plan (HMO),Local HMO,$0.00,$0,Enhanced,No Gap Coverage,EA,H5414,019,0," $3,600 ",3.5 Stars
Florida,Duval,"Freedom Health, Inc.",Freedom Savings Plan (HMO),Local HMO *,$0.00,,,,,H5427,052,0," $3,400 ",3.5 Stars
Florida,Duval,"Freedom Health, Inc.",Freedom Savings Plan Rx (HMO),Local HMO,$0.00,$0,Enhanced,No Gap Coverage,EA,H5427,084,0," $3,400 ",3.5 Stars
Florida,Duval,Aetna Medicare,Aetna Medicare Premier Plan (PPO),Local PPO,$33.00,$0,Enhanced,No Gap Coverage,EA,H5521,033,0," $6,700 ",3.5 Stars
Florida,Duval,"Universal Health Care Insurance Company, Inc.","Universal Any, Any, Any (PFFS)",PFFS,$34.00,$0,Enhanced,No Gap Coverage,EA,H8098,001,0, N/A ,2 Stars
Florida,Duval,"Universal Health Care Insurance Company, Inc.","Universal Any, Any, Any MA Only (PFFS)",PFFS *,$29.00,,,,,H8098,003,0, N/A ,2 Stars
Florida,Duval,Florida Blue,BlueMedicare Regional PPO (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R3332,001,0," $5,900 ",3 Stars
Florida,Duval,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R5287,001,0," $4,900 ",3 Stars
Florida,Duval,UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *,$0.00,,,,,R5287,002,0," $3,500 ",3 Stars
Florida,Duval,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO,$85.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,005,0," $4,750 ",3.5 Stars
Florida,Duval,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,018,0," $4,000 ",3.5 Stars
Florida,Duval,Humana Insurance Company,Humana Reader's Digest Healthy Living Plan (Regional PPO),Regional PPO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,074,0," $4,950 ",3.5 Stars
Florida,Escambia,WellCare,WellCare Choice (HMO-POS),Local HMO,$54.60,$0,Enhanced,No Gap Coverage,EA,H1032,025,0," $6,000 ",3 Stars
Florida,Escambia,WellCare,WellCare Advance (HMO),Local HMO *,$0.00,,,,,H1032,037,0," $3,400 ",3 Stars
Florida,Escambia,WellCare,WellCare Value (HMO),Local HMO,$0.00,$0,Enhanced,No Gap Coverage,EA,H1032,079,0," $6,000 ",3 Stars
Florida,Escambia,"Humana Medical Plan, Inc.",Humana Gold Plus H1036-143 (HMO),Local HMO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,H1036,143,0," $3,400 ",4.5 Stars
Florida,Escambia,"HealthSpring of Florida, Inc.",HealthSpring Advantage (HMO),Local HMO *,$0.00,,,,,H5410,004,0," $3,400 ",4.5 Stars
Florida,Escambia,"HealthSpring of Florida, Inc.",HealthSpring Preferred (HMO),Local HMO,$0.00,$0,Enhanced,Many Generics,EA,H5410,005,0," $3,400 ",4.5 Stars
Florida,Escambia,"HealthSpring of Florida, Inc.",HealthSpring Premier (HMO-POS),Local HMO,$39.50,$0,Enhanced,Many Generics,EA,H5410,012,0," $2,950 ",4.5 Stars
Florida,Escambia,Florida Blue,BlueMedicare PPO (PPO),Local PPO,$152.00,$0,Basic,No Gap Coverage,BA,H5434,002,0," $6,700 ",3 Stars
Florida,Escambia,Humana Insurance Company,Humana Gold Choice H8145-061 (PFFS),PFFS,$102.00,$0,Enhanced,Few Generics and Few Brands,EA,H8145,061,0, N/A ,3.5 Stars
Florida,Escambia,Florida Blue,BlueMedicare Regional PPO (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R3332,001,0," $5,900 ",3 Stars
Florida,Escambia,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R5287,001,0," $4,900 ",3 Stars
Florida,Escambia,UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *,$0.00,,,,,R5287,002,0," $3,500 ",3 Stars
Florida,Escambia,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO,$85.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,005,0," $4,750 ",3.5 Stars
Florida,Escambia,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,018,0," $4,000 ",3.5 Stars
Florida,Escambia,Humana Insurance Company,Humana Reader's Digest Healthy Living Plan (Regional PPO),Regional PPO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,074,0," $4,950 ",3.5 Stars
Florida,Flagler,"Florida Health Care Plan, Inc.",FHCP Medvantage Rx Plus (HMO-POS),Local HMO,$48.00,$0,Enhanced,Many Generics,EA,H1035,002,0," $2,900 ",4.5 Stars
Florida,Flagler,"Florida Health Care Plan, Inc.",FHCP Medvantage Rx (HMO),Local HMO,$0.00,$160,Enhanced,No Gap Coverage,EA,H1035,006,0," $6,700 ",4.5 Stars
Florida,Flagler,"Florida Health Care Plan, Inc.",FHCP Medvantage (HMO-POS),Local HMO *,$0.00,,,,,H1035,007,0," $6,700 ",4.5 Stars
Florida,Flagler,"Humana Medical Plan, Inc.",Humana Gold Plus H1036-044 (HMO),Local HMO,$0.00,$0,Enhanced,Some Generics and Few Brands,EA,H1036,044,0," $3,400 ",4.5 Stars
Florida,Flagler,"Humana Medical Plan, Inc.",Humana Gold Plus H1036-056 (HMO),Local HMO *,$0.00,,,,,H1036,056,0," $4,000 ",4.5 Stars
Florida,Flagler,"Humana Medical Plan, Inc.",Humana Gold Plus H1036-157 (HMO),Local HMO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,H1036,157,0," $6,700 ",4.5 Stars
Florida,Flagler,"Humana Health Insurance Company of FL, Inc.",HumanaChoice H5415-066 (PPO),Local PPO,$132.00,$0,Enhanced,Few Generics and Few Brands,EA,H5415,066,0," $3,400 ",3.5 Stars
Florida,Flagler,Humana Insurance Company,Humana Gold Choice H8145-061 (PFFS),PFFS,$102.00,$0,Enhanced,Few Generics and Few Brands,EA,H8145,061,0, N/A ,3.5 Stars
Florida,Flagler,Florida Blue,BlueMedicare Regional PPO (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R3332,001,0," $5,900 ",3 Stars
Florida,Flagler,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R5287,001,0," $4,900 ",3 Stars
Florida,Flagler,UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *,$0.00,,,,,R5287,002,0," $3,500 ",3 Stars
Florida,Flagler,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO,$85.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,005,0," $4,750 ",3.5 Stars
Florida,Flagler,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,018,0," $4,000 ",3.5 Stars
Florida,Flagler,Humana Insurance Company,Humana Reader's Digest Healthy Living Plan (Regional PPO),Regional PPO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,074,0," $4,950 ",3.5 Stars
Florida,Franklin,WellCare,WellCare Advance (HMO),Local HMO *,$0.00,,,,,H1032,037,0," $3,400 ",3 Stars
Florida,Franklin,WellCare,WellCare Value (HMO),Local HMO,$0.00,$0,Enhanced,No Gap Coverage,EA,H1032,079,0," $6,000 ",3 Stars
Florida,Franklin,"Universal Health Care, Inc.",Universal Masterpiece (HMO),Local HMO,$0.00,$0,Enhanced,Many Generics,EA,H5404,001,0," $2,450 ",2.5 Stars
Florida,Franklin,"Universal Health Care, Inc.",Universal Masterpiece Plus (HMO),Local HMO,$29.00,$0,Enhanced,No Gap Coverage,EA,H5404,086,0," $3,400 ",2.5 Stars
Florida,Franklin,"Universal Health Care, Inc.",Universal Safeguard (HMO),Local HMO,$0.00,$0,Enhanced,No Gap Coverage,EA,H5404,144,0," $5,000 ",2.5 Stars
Florida,Franklin,Capital Health Plan,Capital Health Plan Advantage Plus (HMO),Local HMO,$34.00,$0,Enhanced,No Gap Coverage,EA,H5938,001,0," $3,400 ",4.5 Stars
Florida,Franklin,Capital Health Plan,Capital Health Plan Preferred Advantage (HMO),Local HMO,$100.00,$0,Enhanced,Many Generics,EA,H5938,006,0," $3,400 ",4.5 Stars
Florida,Franklin,Florida Blue,BlueMedicare Regional PPO (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R3332,001,0," $5,900 ",3 Stars
Florida,Franklin,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R5287,001,0," $4,900 ",3 Stars
Florida,Franklin,UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *,$0.00,,,,,R5287,002,0," $3,500 ",3 Stars
Florida,Franklin,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO,$85.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,005,0," $4,750 ",3.5 Stars
Florida,Franklin,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,018,0," $4,000 ",3.5 Stars
Florida,Franklin,Humana Insurance Company,Humana Reader's Digest Healthy Living Plan (Regional PPO),Regional PPO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,074,0," $4,950 ",3.5 Stars
Florida,Gadsden,WellCare,WellCare Advance (HMO),Local HMO *,$0.00,,,,,H1032,037,0," $3,400 ",3 Stars
Florida,Gadsden,WellCare,WellCare Value (HMO),Local HMO,$0.00,$0,Enhanced,No Gap Coverage,EA,H1032,079,0," $6,000 ",3 Stars
Florida,Gadsden,"Universal Health Care, Inc.",Universal Masterpiece (HMO),Local HMO,$0.00,$0,Enhanced,Many Generics,EA,H5404,001,0," $2,450 ",2.5 Stars
Florida,Gadsden,"Universal Health Care, Inc.",Universal Masterpiece Plus (HMO),Local HMO,$29.00,$0,Enhanced,No Gap Coverage,EA,H5404,086,0," $3,400 ",2.5 Stars
Florida,Gadsden,"Universal Health Care, Inc.",Universal Safeguard (HMO),Local HMO,$0.00,$0,Enhanced,No Gap Coverage,EA,H5404,144,0," $5,000 ",2.5 Stars
Florida,Gadsden,Capital Health Plan,Capital Health Plan Advantage Plus (HMO),Local HMO,$34.00,$0,Enhanced,No Gap Coverage,EA,H5938,001,0," $3,400 ",4.5 Stars
Florida,Gadsden,Capital Health Plan,Capital Health Plan Preferred Advantage (HMO),Local HMO,$100.00,$0,Enhanced,Many Generics,EA,H5938,006,0," $3,400 ",4.5 Stars
Florida,Gadsden,Florida Blue,BlueMedicare Regional PPO (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R3332,001,0," $5,900 ",3 Stars
Florida,Gadsden,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R5287,001,0," $4,900 ",3 Stars
Florida,Gadsden,UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *,$0.00,,,,,R5287,002,0," $3,500 ",3 Stars
Florida,Gadsden,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO,$85.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,005,0," $4,750 ",3.5 Stars
Florida,Gadsden,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,018,0," $4,000 ",3.5 Stars
Florida,Gadsden,Humana Insurance Company,Humana Reader's Digest Healthy Living Plan (Regional PPO),Regional PPO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,074,0," $4,950 ",3.5 Stars
Florida,Gilchrist,Universal American Corp.,Today's Options Premier 600 (PFFS),PFFS *,$80.00,,,,,H5421,056,0, N/A ,2.5 Stars
Florida,Gilchrist,Universal American Corp.,Today's Options Premier Plus 350A (PFFS),PFFS,$175.00,$0,Enhanced,No Gap Coverage,EA,H5421,068,0, N/A ,2.5 Stars
Florida,Gilchrist,Universal American Corp.,Today's Options Premier Plus 650D (PFFS),PFFS,$118.00,$85,Basic,No Gap Coverage,BA,H5421,074,0, N/A ,2.5 Stars
Florida,Gilchrist,Universal American Corp.,Today's Options Premier 300 (PFFS),PFFS *,$115.00,,,,,H5421,210,0, N/A ,2.5 Stars
Florida,Gilchrist,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Universal Any, Any, Any (PFFS)",PFFS,$48.50,$0,Enhanced,No Gap Coverage,EA,H5820,002,0, N/A ,2.5 Stars
Florida,Gilchrist,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Universal Any, Any, Any MA Only (PFFS)",PFFS *,$39.00,,,,,H5820,026,0, N/A ,2.5 Stars
Florida,Gilchrist,Florida Blue,BlueMedicare Regional PPO (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R3332,001,0," $5,900 ",3 Stars
Florida,Gilchrist,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R5287,001,0," $4,900 ",3 Stars
Florida,Gilchrist,UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *,$0.00,,,,,R5287,002,0," $3,500 ",3 Stars
Florida,Gilchrist,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO,$85.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,005,0," $4,750 ",3.5 Stars
Florida,Gilchrist,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,018,0," $4,000 ",3.5 Stars
Florida,Gilchrist,Humana Insurance Company,Humana Reader's Digest Healthy Living Plan (Regional PPO),Regional PPO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,074,0," $4,950 ",3.5 Stars
Florida,Glades,WellCare,WellCare Advance (HMO),Local HMO *,$0.00,,,,,H1032,037,0," $3,400 ",3 Stars
Florida,Glades,WellCare,WellCare Essential (HMO),Local HMO,$0.00,$0,Enhanced,All Generics,EA,H1032,133,0," $3,400 ",3 Stars
Florida,Glades,"Humana AdvantageCare Plan, Inc.",Humana Gold Plus H5426-001 (HMO),Local HMO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,H5426,001,0," $5,000 ",3 Stars
Florida,Glades,Humana Insurance Company,Humana Gold Choice H8145-061 (PFFS),PFFS,$102.00,$0,Enhanced,Few Generics and Few Brands,EA,H8145,061,0, N/A ,3.5 Stars
Florida,Glades,Florida Blue,BlueMedicare Regional PPO (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R3332,001,0," $5,900 ",3 Stars
Florida,Glades,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R5287,001,0," $4,900 ",3 Stars
Florida,Glades,UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *,$0.00,,,,,R5287,002,0," $3,500 ",3 Stars
Florida,Glades,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO,$85.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,005,0," $4,750 ",3.5 Stars
Florida,Glades,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,018,0," $4,000 ",3.5 Stars
Florida,Glades,Humana Insurance Company,Humana Reader's Digest Healthy Living Plan (Regional PPO),Regional PPO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,074,0," $4,950 ",3.5 Stars
Florida,Gulf,WellCare,WellCare Advance (HMO),Local HMO *,$0.00,,,,,H1032,037,0," $3,400 ",3 Stars
Florida,Gulf,WellCare,WellCare Value (HMO),Local HMO,$0.00,$0,Enhanced,No Gap Coverage,EA,H1032,079,0," $6,000 ",3 Stars
Florida,Gulf,Universal American Corp.,Today's Options Premier 600 (PFFS),PFFS *,$80.00,,,,,H5421,056,0, N/A ,2.5 Stars
Florida,Gulf,Universal American Corp.,Today's Options Premier Plus 350A (PFFS),PFFS,$175.00,$0,Enhanced,No Gap Coverage,EA,H5421,068,0, N/A ,2.5 Stars
Florida,Gulf,Universal American Corp.,Today's Options Premier Plus 650D (PFFS),PFFS,$118.00,$85,Basic,No Gap Coverage,BA,H5421,074,0, N/A ,2.5 Stars
Florida,Gulf,Universal American Corp.,Today's Options Premier 300 (PFFS),PFFS *,$115.00,,,,,H5421,210,0, N/A ,2.5 Stars
Florida,Gulf,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Universal Any, Any, Any (PFFS)",PFFS,$48.50,$0,Enhanced,No Gap Coverage,EA,H5820,002,0, N/A ,2.5 Stars
Florida,Gulf,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Universal Any, Any, Any MA Only (PFFS)",PFFS *,$39.00,,,,,H5820,026,0, N/A ,2.5 Stars
Florida,Gulf,Florida Blue,BlueMedicare Regional PPO (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R3332,001,0," $5,900 ",3 Stars
Florida,Gulf,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R5287,001,0," $4,900 ",3 Stars
Florida,Gulf,UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *,$0.00,,,,,R5287,002,0," $3,500 ",3 Stars
Florida,Gulf,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO,$85.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,005,0," $4,750 ",3.5 Stars
Florida,Gulf,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,018,0," $4,000 ",3.5 Stars
Florida,Gulf,Humana Insurance Company,Humana Reader's Digest Healthy Living Plan (Regional PPO),Regional PPO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,074,0," $4,950 ",3.5 Stars
Florida,Hamilton,Universal American Corp.,Today's Options Premier 600 (PFFS),PFFS *,$90.00,,,,,H5421,057,0, N/A ,2.5 Stars
Florida,Hamilton,Universal American Corp.,Today's Options Premier Plus 650J (PFFS),PFFS,$107.00,$130,Basic,No Gap Coverage,BA,H5421,075,0, N/A ,2.5 Stars
Florida,Hamilton,Universal American Corp.,Today's Options Premier 300 (PFFS),PFFS *,$125.00,,,,,H5421,211,0, N/A ,2.5 Stars
Florida,Hamilton,Universal American Corp.,Today's Options Premier Plus 350A (PFFS),PFFS,$164.00,$0,Enhanced,No Gap Coverage,EA,H5421,215,0, N/A ,2.5 Stars
Florida,Hamilton,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Universal Any, Any, Any (PFFS)",PFFS,$48.50,$0,Enhanced,No Gap Coverage,EA,H5820,002,0, N/A ,2.5 Stars
Florida,Hamilton,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Universal Any, Any, Any MA Only (PFFS)",PFFS *,$39.00,,,,,H5820,026,0, N/A ,2.5 Stars
Florida,Hamilton,Florida Blue,BlueMedicare Regional PPO (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R3332,001,0," $5,900 ",3 Stars
Florida,Hamilton,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R5287,001,0," $4,900 ",3 Stars
Florida,Hamilton,UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *,$0.00,,,,,R5287,002,0," $3,500 ",3 Stars
Florida,Hamilton,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO,$85.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,005,0," $4,750 ",3.5 Stars
Florida,Hamilton,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,018,0," $4,000 ",3.5 Stars
Florida,Hamilton,Humana Insurance Company,Humana Reader's Digest Healthy Living Plan (Regional PPO),Regional PPO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,074,0," $4,950 ",3.5 Stars
Florida,Hardee,WellCare,WellCare Advance (HMO),Local HMO *,$0.00,,,,,H1032,037,0," $3,400 ",3 Stars
Florida,Hardee,WellCare,WellCare Essential (HMO),Local HMO,$0.00,$0,Enhanced,All Generics,EA,H1032,133,0," $3,400 ",3 Stars
Florida,Hardee,Universal American Corp.,Today's Options Premier 600 (PFFS),PFFS *,$90.00,,,,,H5421,057,0, N/A ,2.5 Stars
Florida,Hardee,Universal American Corp.,Today's Options Premier Plus 650J (PFFS),PFFS,$107.00,$130,Basic,No Gap Coverage,BA,H5421,075,0, N/A ,2.5 Stars
Florida,Hardee,Universal American Corp.,Today's Options Premier 300 (PFFS),PFFS *,$125.00,,,,,H5421,211,0, N/A ,2.5 Stars
Florida,Hardee,Universal American Corp.,Today's Options Premier Plus 350A (PFFS),PFFS,$164.00,$0,Enhanced,No Gap Coverage,EA,H5421,215,0, N/A ,2.5 Stars
Florida,Hardee,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Universal Any, Any, Any (PFFS)",PFFS,$48.50,$0,Enhanced,No Gap Coverage,EA,H5820,002,0, N/A ,2.5 Stars
Florida,Hardee,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Universal Any, Any, Any MA Only (PFFS)",PFFS *,$39.00,,,,,H5820,026,0, N/A ,2.5 Stars
Florida,Hardee,Humana Insurance Company,Humana Gold Choice H8145-061 (PFFS),PFFS,$102.00,$0,Enhanced,Few Generics and Few Brands,EA,H8145,061,0, N/A ,3.5 Stars
Florida,Hardee,Florida Blue,BlueMedicare Regional PPO (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R3332,001,0," $5,900 ",3 Stars
Florida,Hardee,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO,$0.00,$0,Enhanced,No Gap Coverage,EA,R5287,001,0," $4,900 ",3 Stars
Florida,Hardee,UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *,$0.00,,,,,R5287,002,0," $3,500 ",3 Stars
Florida,Hardee,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO,$85.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,005,0," $4,750 ",3.5 Stars
Florida,Hardee,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,018,0," $4,000 ",3.5 Stars
Florida,Hardee,Humana Insurance Company,Humana Reader's Digest Healthy Living Plan (Regional PPO),Regional PPO,$0.00,$0,Enhanced,Few Generics and Few Brands,EA,R5826,074,0," $4,950 ",3.5 Stars
Florida,Hendry,WellCare,WellCare Advance (HMO),Local HMO *,$0.00,,,,,H1032,037,0," $3,400 ",3 Stars
Florida,Hendry,WellCare,WellCare Essential (HMO),Local HMO,$0.00,$0,Enhanced,All Generics,EA,H1032,133,0," $3,400 ",3 Stars
Florida,Hendry,Universal American Corp.,Today's Options Premier 600 (PFFS),PFFS *,$90.00,,,,,H5421,057,0, N/A ,2.5 Stars
Florida,Hendry,Universal American Corp.,Today's Options Premier Plus 650J (PFFS),PFFS,$107.00,$130,Basic,No Gap Coverage,BA,H5421,075,0, N/A ,2.5 Stars
