"state","county","organizationname","planname","typeofmedicarehealthplan","monthlyconsolidatedpremiumi","annualdrugdeductible","drugbenefittype","additionalcoverageofferedin","drugbenefittypedetail","contractid","planid","segmentid","innetworkmoopamount","overallstarrating","overallstarratingstr"
"California","Stanislaus","Alignment Health Plan","Alignment Health Plan AllCare Preferred Plan (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H3815","011","0",3400,4.5,"4.5 Stars"
"California","Stanislaus","Arcadian Health Plan, Inc.","Humana Gold Plus H5619-032 (HMO)","Local HMO",29,0,"Enhanced","No","EA","H5619","032","0",3400,4,"4 Stars"
"California","Stanislaus","Care1st Health Plan","Coordinated Choice Plan (HMO)","Local HMO",35.5,405,"Enhanced","Yes","EA","H5928","037","0",6700,3.5,"3.5 Stars"
"California","Sutter","Kaiser Permanente","Kaiser Permanente Sr Adv Enhanced Sac., Sonoma (HMO)","Local HMO",98,0,"Enhanced","Yes","EA","H0524","013","0",5400,5,"5 Stars"
"California","Sutter","Kaiser Permanente","Kaiser Permanente Sr Advantage Basic Sac., Sonoma (HMO)","Local HMO",25,0,"Enhanced","Yes","EA","H0524","051","0",6700,5,"5 Stars"
"California","Trinity","UnitedHealthcare","UnitedHealthcare MedicareDirect Essential (PFFS)","PFFS *",35,,,,,"H5435","001","0",,3.5,"3.5 Stars"
"California","Trinity","UnitedHealthcare","UnitedHealthcare MedicareDirect Rx (PFFS)","PFFS",60,295,"Enhanced","No","EA","H5435","024","0",,3.5,"3.5 Stars"
"California","Tulare","Kaiser Permanente","Kaiser Permanente Senior Advantage Enhanced Fresno (HMO)","Local HMO",80,0,"Enhanced","Yes","EA","H0524","038","0",3400,5,"5 Stars"
"California","Tulare","Kaiser Permanente","Kaiser Permanente Senior Advantage Basic Fresno (HMO)","Local HMO",20,0,"Enhanced","Yes","EA","H0524","046","0",5900,5,"5 Stars"
"California","Tulare","UnitedHealthcare","AARP MedicareComplete SecureHorizons (HMO)","Local HMO",55,255,"Enhanced","No","EA","H0543","140","0",6700,4.5,"4.5 Stars"
"California","Tulare","Anthem Blue Cross","Anthem MediBlue Plus (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H0544","056","0",6700,4.5,"4.5 Stars"
"California","Tulare","Brand New Day","Brand New Day Classic Choice for Medi-Medi (HMO)","Local HMO",35.5,405,"Enhanced","No","EA","H0838","033","0",6700,3.5,"3.5 Stars"
"California","Tulare","Brand New Day","Brand New Day Classic Care Drug Savings (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H0838","037","0",3400,3.5,"3.5 Stars"
"California","Tulare","Arcadian Health Plan, Inc.","Humana Gold Plus H5619-015 (HMO)","Local HMO",0,0,"Enhanced","No","EA","H5619","015","0",5900,4,"4 Stars"
"California","Ventura","Blue Shield of California","Blue Shield 65 Plus (HMO)","Local HMO",29,0,"Enhanced","No","EA","H0504","029","0",5500,3.5,"3.5 Stars"
"California","Ventura","Kaiser Permanente","Kaiser Permanente Senior Advantage Ventura (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H0524","034","0",4900,5,"5 Stars"
"California","Ventura","UnitedHealthcare","AARP MedicareComplete SecureHorizons (HMO)","Local HMO",40,295,"Enhanced","No","EA","H0543","022","0",5000,4.5,"4.5 Stars"
"California","Ventura","Anthem Blue Cross","Anthem MediBlue Plus (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H0544","063","0",6700,4.5,"4.5 Stars"
"California","Ventura","SCAN Health Plan","SCAN Classic (HMO)","Local HMO",41,0,"Enhanced","No","EA","H5425","001","0",5900,4.5,"4.5 Stars"
"California","Ventura","Arcadian Health Plan, Inc.","Humana Gold Plus H5619-023 (HMO)","Local HMO",18,0,"Enhanced","No","EA","H5619","023","0",5900,4,"4 Stars"
"California","Ventura","Central Health Medicare Plan","Central Health Ventura Medicare Plan (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H5649","008","0",5000,3.5,"3.5 Stars"
"California","Yolo","Kaiser Permanente","Kaiser Permanente Sr Adv Enhanced Sac., Sonoma (HMO)","Local HMO",98,0,"Enhanced","Yes","EA","H0524","013","0",5400,5,"5 Stars"
"California","Yolo","Kaiser Permanente","Kaiser Permanente Sr Advantage Basic Sac., Sonoma (HMO)","Local HMO",25,0,"Enhanced","Yes","EA","H0524","051","0",6700,5,"5 Stars"
"California","Yolo","UnitedHealthcare","AARP MedicareComplete SecureHorizons Plan 1 (HMO)","Local HMO",90,225,"Enhanced","No","EA","H0543","089","0",4900,4.5,"4.5 Stars"
"California","Yolo","UnitedHealthcare","AARP MedicareComplete SecureHorizons Plan 2 (HMO)","Local HMO",24,195,"Enhanced","No","EA","H0543","146","0",4900,4.5,"4.5 Stars"
"California","Yolo","Anthem Blue Cross","Anthem MediBlue Plus (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H0544","074","0",5500,4.5,"4.5 Stars"
"California","Yolo","Health Net of California","Health Net Healthy Heart (HMO)","Local HMO",99,0,"Enhanced","No","EA","H0562","039","0",5000,3.5,"3.5 Stars"
"California","Yolo","Health Net of California","Health Net Ruby Select (HMO)","Local HMO",0,0,"Enhanced","No","EA","H0562","103","0",4500,3.5,"3.5 Stars"
"California","Yuba","Kaiser Permanente","Kaiser Permanente Sr Adv Enhanced Sac., Sonoma (HMO)","Local HMO",98,0,"Enhanced","Yes","EA","H0524","013","0",5400,5,"5 Stars"
"California","Yuba","Kaiser Permanente","Kaiser Permanente Sr Advantage Basic Sac., Sonoma (HMO)","Local HMO",25,0,"Enhanced","Yes","EA","H0524","051","0",6700,5,"5 Stars"
"Colorado","Adams","Rocky Mountain Health Plans","Rocky Mountain Basic Plan (Cost)","Cost *",10,,,,,"H0602","026","0",,4.5,"4.5 Stars"
"Colorado","Adams","UnitedHealthcare","AARP MedicareComplete SecureHorizons Plan 1 (HMO)","Local HMO",47,175,"Enhanced","No","EA","H0609","007","0",3400,4,"4 Stars"
"Colorado","Adams","UnitedHealthcare","AARP MedicareComplete SecureHorizons Plan 2 (HMO)","Local HMO",0,225,"Enhanced","No","EA","H0609","012","0",4400,4,"4 Stars"
"Colorado","Adams","UnitedHealthcare","AARP MedicareComplete SecureHorizons Essential (HMO)","Local HMO *",0,,,,,"H0609","018","0",4400,4,"4 Stars"
"Colorado","Adams","Kaiser Permanente","Kaiser Permanente Senior Advantage Core (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H0630","013","0",6200,5,"5 Stars"
"Colorado","Adams","Kaiser Permanente","Kaiser Permanente Senior Advantage Silver (HMO)","Local HMO",48,0,"Enhanced","Yes","EA","H0630","015","0",5500,5,"5 Stars"
"Colorado","Adams","Kaiser Permanente","Kaiser Permanente Senior Advantage Gold (HMO)","Local HMO",193,0,"Enhanced","Yes","EA","H0630","016","0",3400,5,"5 Stars"
"Colorado","Adams","Humana Health Plan, Inc.","Humana Gold Plus H2649-043 (HMO)","Local HMO",0,195,"Enhanced","No","EA","H2649","043","0",6200,3.5,"3.5 Stars"
"Colorado","Adams","Humana Health Plan, Inc.","Humana Gold Plus H2649-061 (HMO)","Local HMO",65,195,"Enhanced","No","EA","H2649","061","1",6700,3.5,"3.5 Stars"
"Colorado","Adams","Humana Health Plan, Inc.","Humana Value Plus H2649-066 (HMO)","Local HMO",24.5,405,"Basic","No","BA","H2649","066","0",6700,3.5,"3.5 Stars"
"Colorado","Adams","Aetna Medicare","Aetna Medicare Prime Plan (HMO)","Local HMO",0,95,"Enhanced","Yes","EA","H3931","093","0",6000,3.5,"3.5 Stars"
"Colorado","Adams","Anthem Blue Cross and Blue Shield","Anthem MediBlue Plus (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H4346","012","0",4300,3.5,"3.5 Stars"
"Colorado","Adams","Humana Insurance Company","HumanaChoice H5216-077 (PPO)","Local PPO *",0,,,,,"H5216","077","0",4900,4,"4 Stars"
"Colorado","Adams","Humana Insurance Company","HumanaChoice H5216-078 (PPO)","Local PPO",67,195,"Enhanced","No","EA","H5216","078","1",6700,4,"4 Stars"
"Colorado","Adams","Aetna Medicare","Aetna Medicare Prime Plan (PPO)","Local PPO",49,95,"Enhanced","Yes","EA","H5521","057","0",6700,4,"4 Stars"
"Colorado","Adams","Aetna Medicare","Aetna Medicare Platinum Plan (PPO)","Local PPO",96,95,"Enhanced","Yes","EA","H5521","187","0",6700,4,"4 Stars"
"Colorado","Adams","Bright Health","Bright Advantage (HMO)","Local HMO",0,200,"Enhanced","No","EA","H7853","001","0",4900,,"Plan too new to be measured"
"Colorado","Adams","Bright Health","Bright Advantage Plus (HMO)","Local HMO",45,0,"Enhanced","No","EA","H7853","002","0",3400,,"Plan too new to be measured"
"Colorado","Adams","Humana Insurance Company","Humana Gold Choice H8145-120 (PFFS)","PFFS *",43,,,,,"H8145","120","0",,3.5,"3.5 Stars"
"Colorado","Adams","Humana Insurance Company","Humana Gold Choice H8145-123 (PFFS)","PFFS",103,300,"Enhanced","No","EA","H8145","123","0",,3.5,"3.5 Stars"
"Colorado","Alamosa","Rocky Mountain Health Plans","Rocky Mountain Standard Plan (Cost)","Cost *",85,,,,,"H0602","001","0",6700,4.5,"4.5 Stars"
"Colorado","Alamosa","Rocky Mountain Health Plans","Rocky Mountain Plus Plan (Cost)","Cost *",175,,,,,"H0602","003","0",4500,4.5,"4.5 Stars"
"Colorado","Alamosa","Rocky Mountain Health Plans","Rocky Mountain Basic Plan (Cost)","Cost *",10,,,,,"H0602","026","0",,4.5,"4.5 Stars"
"Colorado","Alamosa","Rocky Mountain Health Plans","Rocky Mountain Thrifty Plan (Cost)","Cost *",49,,,,,"H0602","027","0",6700,4.5,"4.5 Stars"
"Colorado","Alamosa","Rocky Mountain Health Plans","Rocky Mountain Green Plan (Cost)","Cost *",29,,,,,"H0602","042","0",6700,4.5,"4.5 Stars"
"Colorado","Alamosa","Friday Health Plans of Colorado","Friday Health Plans of Colorado Silver SV Plan (Cost)","Cost *",30,,,,,"H0657","005","0",6700,3,"3 Stars"
"Colorado","Alamosa","Friday Health Plans of Colorado","Friday Health Plans of Colorado Gold SV Plan (Cost)","Cost *",50,,,,,"H0657","006","0",6700,3,"3 Stars"
"Colorado","Alamosa","Friday Health Plans of Colorado","Friday Health Plans of Colorado Platinum SV Plan (Cost)","Cost *",80,,,,,"H0657","007","0",6700,3,"3 Stars"
"Colorado","Alamosa","Humana Insurance Company","HumanaChoice H5216-077 (PPO)","Local PPO *",0,,,,,"H5216","077","0",4900,4,"4 Stars"
"Colorado","Alamosa","Humana Insurance Company","HumanaChoice H5216-078 (PPO)","Local PPO",67,195,"Enhanced","No","EA","H5216","078","1",6700,4,"4 Stars"
"Colorado","Arapahoe","Rocky Mountain Health Plans","Rocky Mountain Basic Plan (Cost)","Cost *",10,,,,,"H0602","026","0",,4.5,"4.5 Stars"
"Colorado","Arapahoe","UnitedHealthcare","AARP MedicareComplete SecureHorizons Plan 1 (HMO)","Local HMO",47,175,"Enhanced","No","EA","H0609","007","0",3400,4,"4 Stars"
"Colorado","Arapahoe","UnitedHealthcare","AARP MedicareComplete SecureHorizons Plan 2 (HMO)","Local HMO",0,225,"Enhanced","No","EA","H0609","012","0",4400,4,"4 Stars"
"Colorado","Arapahoe","UnitedHealthcare","AARP MedicareComplete SecureHorizons Essential (HMO)","Local HMO *",0,,,,,"H0609","018","0",4400,4,"4 Stars"
"Colorado","Arapahoe","Kaiser Permanente","Kaiser Permanente Senior Advantage Core (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H0630","013","0",6200,5,"5 Stars"
"Colorado","Arapahoe","Kaiser Permanente","Kaiser Permanente Senior Advantage Silver (HMO)","Local HMO",48,0,"Enhanced","Yes","EA","H0630","015","0",5500,5,"5 Stars"
"Colorado","Arapahoe","Kaiser Permanente","Kaiser Permanente Senior Advantage Gold (HMO)","Local HMO",193,0,"Enhanced","Yes","EA","H0630","016","0",3400,5,"5 Stars"
"Colorado","Arapahoe","Humana Health Plan, Inc.","Humana Gold Plus H2649-043 (HMO)","Local HMO",0,195,"Enhanced","No","EA","H2649","043","0",6200,3.5,"3.5 Stars"
"Colorado","Arapahoe","Humana Health Plan, Inc.","Humana Gold Plus H2649-061 (HMO)","Local HMO",65,195,"Enhanced","No","EA","H2649","061","1",6700,3.5,"3.5 Stars"
"Colorado","Arapahoe","Humana Health Plan, Inc.","Humana Value Plus H2649-066 (HMO)","Local HMO",24.5,405,"Basic","No","BA","H2649","066","0",6700,3.5,"3.5 Stars"
"Colorado","Arapahoe","Aetna Medicare","Aetna Medicare Prime Plan (HMO)","Local HMO",0,95,"Enhanced","Yes","EA","H3931","093","0",6000,3.5,"3.5 Stars"
"Colorado","Arapahoe","Anthem Blue Cross and Blue Shield","Anthem MediBlue Plus (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H4346","012","0",4300,3.5,"3.5 Stars"
"Colorado","Arapahoe","Humana Insurance Company","HumanaChoice H5216-077 (PPO)","Local PPO *",0,,,,,"H5216","077","0",4900,4,"4 Stars"
"Colorado","Arapahoe","Humana Insurance Company","HumanaChoice H5216-078 (PPO)","Local PPO",67,195,"Enhanced","No","EA","H5216","078","1",6700,4,"4 Stars"
"Colorado","Arapahoe","Aetna Medicare","Aetna Medicare Prime Plan (PPO)","Local PPO",49,95,"Enhanced","Yes","EA","H5521","057","0",6700,4,"4 Stars"
"Colorado","Arapahoe","Aetna Medicare","Aetna Medicare Platinum Plan (PPO)","Local PPO",96,95,"Enhanced","Yes","EA","H5521","187","0",6700,4,"4 Stars"
"Colorado","Arapahoe","Bright Health","Bright Advantage (HMO)","Local HMO",0,200,"Enhanced","No","EA","H7853","001","0",4900,,"Plan too new to be measured"
"Colorado","Arapahoe","Bright Health","Bright Advantage Plus (HMO)","Local HMO",45,0,"Enhanced","No","EA","H7853","002","0",3400,,"Plan too new to be measured"
"Colorado","Arapahoe","Humana Insurance Company","Humana Gold Choice H8145-120 (PFFS)","PFFS *",43,,,,,"H8145","120","0",,3.5,"3.5 Stars"
"Colorado","Arapahoe","Humana Insurance Company","Humana Gold Choice H8145-123 (PFFS)","PFFS",103,300,"Enhanced","No","EA","H8145","123","0",,3.5,"3.5 Stars"
"Colorado","Archuleta","Rocky Mountain Health Plans","Rocky Mountain Standard Plan (Cost)","Cost *",85,,,,,"H0602","001","0",6700,4.5,"4.5 Stars"
"Colorado","Archuleta","Rocky Mountain Health Plans","Rocky Mountain Plus Plan (Cost)","Cost *",175,,,,,"H0602","003","0",4500,4.5,"4.5 Stars"
"Colorado","Archuleta","Rocky Mountain Health Plans","Rocky Mountain Basic Plan (Cost)","Cost *",10,,,,,"H0602","026","0",,4.5,"4.5 Stars"
"Colorado","Archuleta","Rocky Mountain Health Plans","Rocky Mountain Thrifty Plan (Cost)","Cost *",49,,,,,"H0602","027","0",6700,4.5,"4.5 Stars"
"Colorado","Archuleta","Rocky Mountain Health Plans","Rocky Mountain Green Plan (Cost)","Cost *",29,,,,,"H0602","042","0",6700,4.5,"4.5 Stars"
"Colorado","Archuleta","Humana Insurance Company","HumanaChoice H5216-077 (PPO)","Local PPO *",0,,,,,"H5216","077","0",4900,4,"4 Stars"
"Colorado","Archuleta","Humana Insurance Company","HumanaChoice H5216-078 (PPO)","Local PPO",67,195,"Enhanced","No","EA","H5216","078","1",6700,4,"4 Stars"
"Colorado","Bent","Rocky Mountain Health Plans","Rocky Mountain Standard Plan (Cost)","Cost *",85,,,,,"H0602","001","0",6700,4.5,"4.5 Stars"
"Colorado","Bent","Rocky Mountain Health Plans","Rocky Mountain Plus Plan (Cost)","Cost *",175,,,,,"H0602","003","0",4500,4.5,"4.5 Stars"
"Colorado","Bent","Rocky Mountain Health Plans","Rocky Mountain Basic Plan (Cost)","Cost *",10,,,,,"H0602","026","0",,4.5,"4.5 Stars"
"Colorado","Bent","Rocky Mountain Health Plans","Rocky Mountain Thrifty Plan (Cost)","Cost *",49,,,,,"H0602","027","0",6700,4.5,"4.5 Stars"
"Colorado","Bent","Rocky Mountain Health Plans","Rocky Mountain Green Plan (Cost)","Cost *",29,,,,,"H0602","042","0",6700,4.5,"4.5 Stars"
"Colorado","Bent","Friday Health Plans of Colorado","Friday Health Plans of Colorado Silver Plan (Cost)","Cost *",30,,,,,"H0657","008","0",6700,3,"3 Stars"
"Colorado","Bent","Friday Health Plans of Colorado","Friday Health Plans of Colorado Gold Plan (Cost)","Cost *",50,,,,,"H0657","009","0",6700,3,"3 Stars"
"Colorado","Bent","Friday Health Plans of Colorado","Friday Health Plans of Colorado Platinum Plan (Cost)","Cost *",80,,,,,"H0657","010","0",6700,3,"3 Stars"
"Colorado","Boulder","Rocky Mountain Health Plans","Rocky Mountain Basic Plan (Cost)","Cost *",10,,,,,"H0602","026","0",,4.5,"4.5 Stars"
"Colorado","Boulder","UnitedHealthcare","AARP MedicareComplete SecureHorizons Plan 1 (HMO)","Local HMO",47,175,"Enhanced","No","EA","H0609","007","0",3400,4,"4 Stars"
"Colorado","Boulder","UnitedHealthcare","AARP MedicareComplete SecureHorizons Plan 2 (HMO)","Local HMO",0,225,"Enhanced","No","EA","H0609","012","0",4400,4,"4 Stars"
"Colorado","Boulder","UnitedHealthcare","AARP MedicareComplete SecureHorizons Essential (HMO)","Local HMO *",0,,,,,"H0609","018","0",4400,4,"4 Stars"
"Colorado","Boulder","Kaiser Permanente","Kaiser Permanente Senior Advantage Core (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H0630","013","0",6200,5,"5 Stars"
"Colorado","Boulder","Kaiser Permanente","Kaiser Permanente Senior Advantage Silver (HMO)","Local HMO",48,0,"Enhanced","Yes","EA","H0630","015","0",5500,5,"5 Stars"
"Colorado","Boulder","Kaiser Permanente","Kaiser Permanente Senior Advantage Gold (HMO)","Local HMO",193,0,"Enhanced","Yes","EA","H0630","016","0",3400,5,"5 Stars"
"Colorado","Boulder","Humana Health Plan, Inc.","Humana Gold Plus H2649-043 (HMO)","Local HMO",0,195,"Enhanced","No","EA","H2649","043","0",6200,3.5,"3.5 Stars"
"Colorado","Boulder","Humana Health Plan, Inc.","Humana Gold Plus H2649-061 (HMO)","Local HMO",36,195,"Enhanced","No","EA","H2649","061","2",5500,3.5,"3.5 Stars"
"Colorado","Boulder","Aetna Medicare","Aetna Medicare Prime Plan (HMO)","Local HMO",0,95,"Enhanced","Yes","EA","H3931","093","0",6000,3.5,"3.5 Stars"
"Colorado","Boulder","Anthem Blue Cross and Blue Shield","Anthem MediBlue Plus (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H4346","012","0",4300,3.5,"3.5 Stars"
"Colorado","Boulder","Humana Insurance Company","HumanaChoice H5216-077 (PPO)","Local PPO *",0,,,,,"H5216","077","0",4900,4,"4 Stars"
"Colorado","Boulder","Humana Insurance Company","HumanaChoice H5216-078 (PPO)","Local PPO",67,195,"Enhanced","No","EA","H5216","078","1",6700,4,"4 Stars"
"Colorado","Boulder","Aetna Medicare","Aetna Medicare Prime Plan (PPO)","Local PPO",49,95,"Enhanced","Yes","EA","H5521","057","0",6700,4,"4 Stars"
"Colorado","Boulder","Aetna Medicare","Aetna Medicare Platinum Plan (PPO)","Local PPO",96,95,"Enhanced","Yes","EA","H5521","187","0",6700,4,"4 Stars"
"Colorado","Boulder","Bright Health","Bright Advantage (HMO)","Local HMO",0,200,"Enhanced","No","EA","H7853","001","0",4900,,"Plan too new to be measured"
"Colorado","Boulder","Bright Health","Bright Advantage Plus (HMO)","Local HMO",45,0,"Enhanced","No","EA","H7853","002","0",3400,,"Plan too new to be measured"
"Colorado","Boulder","Humana Insurance Company","Humana Gold Choice H8145-120 (PFFS)","PFFS *",43,,,,,"H8145","120","0",,3.5,"3.5 Stars"
"Colorado","Boulder","Humana Insurance Company","Humana Gold Choice H8145-123 (PFFS)","PFFS",103,300,"Enhanced","No","EA","H8145","123","0",,3.5,"3.5 Stars"
"Colorado","Broomfield","Rocky Mountain Health Plans","Rocky Mountain Basic Plan (Cost)","Cost *",10,,,,,"H0602","026","0",,4.5,"4.5 Stars"
"Colorado","Broomfield","UnitedHealthcare","AARP MedicareComplete SecureHorizons Plan 1 (HMO)","Local HMO",47,175,"Enhanced","No","EA","H0609","007","0",3400,4,"4 Stars"
"Colorado","Broomfield","UnitedHealthcare","AARP MedicareComplete SecureHorizons Plan 2 (HMO)","Local HMO",0,225,"Enhanced","No","EA","H0609","012","0",4400,4,"4 Stars"
"Colorado","Broomfield","UnitedHealthcare","AARP MedicareComplete SecureHorizons Essential (HMO)","Local HMO *",0,,,,,"H0609","018","0",4400,4,"4 Stars"
"Colorado","Broomfield","Kaiser Permanente","Kaiser Permanente Senior Advantage Core (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H0630","013","0",6200,5,"5 Stars"
"Colorado","Broomfield","Kaiser Permanente","Kaiser Permanente Senior Advantage Silver (HMO)","Local HMO",48,0,"Enhanced","Yes","EA","H0630","015","0",5500,5,"5 Stars"
"Colorado","Broomfield","Kaiser Permanente","Kaiser Permanente Senior Advantage Gold (HMO)","Local HMO",193,0,"Enhanced","Yes","EA","H0630","016","0",3400,5,"5 Stars"
"Colorado","Broomfield","Humana Health Plan, Inc.","Humana Gold Plus H2649-043 (HMO)","Local HMO",0,195,"Enhanced","No","EA","H2649","043","0",6200,3.5,"3.5 Stars"
"Colorado","Broomfield","Humana Health Plan, Inc.","Humana Gold Plus H2649-061 (HMO)","Local HMO",65,195,"Enhanced","No","EA","H2649","061","1",6700,3.5,"3.5 Stars"
"Colorado","Broomfield","Humana Health Plan, Inc.","Humana Value Plus H2649-066 (HMO)","Local HMO",24.5,405,"Basic","No","BA","H2649","066","0",6700,3.5,"3.5 Stars"
"Colorado","Broomfield","Aetna Medicare","Aetna Medicare Prime Plan (HMO)","Local HMO",0,95,"Enhanced","Yes","EA","H3931","093","0",6000,3.5,"3.5 Stars"
"Colorado","Broomfield","Anthem Blue Cross and Blue Shield","Anthem MediBlue Access (PPO)","Local PPO",176,320,"Basic","No","BA","H4069","001","0",6700,,"Plan too new to be measured"
"Colorado","Broomfield","Anthem Blue Cross and Blue Shield","Anthem MediBlue Plus (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H4346","012","0",4300,3.5,"3.5 Stars"
"Colorado","Broomfield","Humana Insurance Company","HumanaChoice H5216-077 (PPO)","Local PPO *",0,,,,,"H5216","077","0",4900,4,"4 Stars"
"Colorado","Broomfield","Humana Insurance Company","HumanaChoice H5216-078 (PPO)","Local PPO",67,195,"Enhanced","No","EA","H5216","078","1",6700,4,"4 Stars"
"Colorado","Broomfield","Aetna Medicare","Aetna Medicare Prime Plan (PPO)","Local PPO",49,95,"Enhanced","Yes","EA","H5521","057","0",6700,4,"4 Stars"
"Colorado","Broomfield","Aetna Medicare","Aetna Medicare Platinum Plan (PPO)","Local PPO",96,95,"Enhanced","Yes","EA","H5521","187","0",6700,4,"4 Stars"
"Colorado","Broomfield","Bright Health","Bright Advantage (HMO)","Local HMO",0,200,"Enhanced","No","EA","H7853","001","0",4900,,"Plan too new to be measured"
"Colorado","Broomfield","Bright Health","Bright Advantage Plus (HMO)","Local HMO",45,0,"Enhanced","No","EA","H7853","002","0",3400,,"Plan too new to be measured"
"Colorado","Broomfield","Humana Insurance Company","Humana Gold Choice H8145-120 (PFFS)","PFFS *",43,,,,,"H8145","120","0",,3.5,"3.5 Stars"
"Colorado","Broomfield","Humana Insurance Company","Humana Gold Choice H8145-123 (PFFS)","PFFS",103,300,"Enhanced","No","EA","H8145","123","0",,3.5,"3.5 Stars"
"Colorado","Chaffee","Rocky Mountain Health Plans","Rocky Mountain Standard Plan (Cost)","Cost *",85,,,,,"H0602","001","0",6700,4.5,"4.5 Stars"
"Colorado","Chaffee","Rocky Mountain Health Plans","Rocky Mountain Plus Plan (Cost)","Cost *",175,,,,,"H0602","003","0",4500,4.5,"4.5 Stars"
"Colorado","Chaffee","Rocky Mountain Health Plans","Rocky Mountain Basic Plan (Cost)","Cost *",10,,,,,"H0602","026","0",,4.5,"4.5 Stars"
"Colorado","Chaffee","Rocky Mountain Health Plans","Rocky Mountain Thrifty Plan (Cost)","Cost *",49,,,,,"H0602","027","0",6700,4.5,"4.5 Stars"
"Colorado","Chaffee","Rocky Mountain Health Plans","Rocky Mountain Green Plan (Cost)","Cost *",29,,,,,"H0602","042","0",6700,4.5,"4.5 Stars"
"Colorado","Chaffee","Friday Health Plans of Colorado","Friday Health Plans of Colorado Silver Plan (Cost)","Cost *",30,,,,,"H0657","008","0",6700,3,"3 Stars"
"Colorado","Chaffee","Friday Health Plans of Colorado","Friday Health Plans of Colorado Gold Plan (Cost)","Cost *",50,,,,,"H0657","009","0",6700,3,"3 Stars"
"Colorado","Chaffee","Friday Health Plans of Colorado","Friday Health Plans of Colorado Platinum Plan (Cost)","Cost *",80,,,,,"H0657","010","0",6700,3,"3 Stars"
"Colorado","Chaffee","Humana Insurance Company","HumanaChoice H5216-077 (PPO)","Local PPO *",0,,,,,"H5216","077","0",4900,4,"4 Stars"
"Colorado","Chaffee","Humana Insurance Company","HumanaChoice H5216-078 (PPO)","Local PPO",67,195,"Enhanced","No","EA","H5216","078","1",6700,4,"4 Stars"
"Colorado","Chaffee","Humana Insurance Company","Humana Gold Choice H8145-120 (PFFS)","PFFS *",43,,,,,"H8145","120","0",,3.5,"3.5 Stars"
"Colorado","Chaffee","Humana Insurance Company","Humana Gold Choice H8145-123 (PFFS)","PFFS",103,300,"Enhanced","No","EA","H8145","123","0",,3.5,"3.5 Stars"
"Colorado","Cheyenne","Rocky Mountain Health Plans","Rocky Mountain Standard Plan (Cost)","Cost *",85,,,,,"H0602","001","0",6700,4.5,"4.5 Stars"
"Colorado","Cheyenne","Rocky Mountain Health Plans","Rocky Mountain Plus Plan (Cost)","Cost *",175,,,,,"H0602","003","0",4500,4.5,"4.5 Stars"
"Colorado","Cheyenne","Rocky Mountain Health Plans","Rocky Mountain Basic Plan (Cost)","Cost *",10,,,,,"H0602","026","0",,4.5,"4.5 Stars"
"Colorado","Cheyenne","Rocky Mountain Health Plans","Rocky Mountain Thrifty Plan (Cost)","Cost *",49,,,,,"H0602","027","0",6700,4.5,"4.5 Stars"
"Colorado","Cheyenne","Rocky Mountain Health Plans","Rocky Mountain Green Plan (Cost)","Cost *",29,,,,,"H0602","042","0",6700,4.5,"4.5 Stars"
"Colorado","Clear Creek","Rocky Mountain Health Plans","Rocky Mountain Standard Plan (Cost)","Cost *",85,,,,,"H0602","001","0",6700,4.5,"4.5 Stars"
"Colorado","Clear Creek","Rocky Mountain Health Plans","Rocky Mountain Plus Plan (Cost)","Cost *",175,,,,,"H0602","003","0",4500,4.5,"4.5 Stars"
"Colorado","Clear Creek","Rocky Mountain Health Plans","Rocky Mountain Basic Plan (Cost)","Cost *",10,,,,,"H0602","026","0",,4.5,"4.5 Stars"
"Colorado","Clear Creek","Rocky Mountain Health Plans","Rocky Mountain Thrifty Plan (Cost)","Cost *",49,,,,,"H0602","027","0",6700,4.5,"4.5 Stars"
"Colorado","Clear Creek","Rocky Mountain Health Plans","Rocky Mountain Green Plan (Cost)","Cost *",29,,,,,"H0602","042","0",6700,4.5,"4.5 Stars"
"Colorado","Clear Creek","Kaiser Permanente","Kaiser Permanente Senior Advantage Core (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H0630","013","0",6200,5,"5 Stars"
"Colorado","Clear Creek","Kaiser Permanente","Kaiser Permanente Senior Advantage Silver (HMO)","Local HMO",48,0,"Enhanced","Yes","EA","H0630","015","0",5500,5,"5 Stars"
"Colorado","Clear Creek","Kaiser Permanente","Kaiser Permanente Senior Advantage Gold (HMO)","Local HMO",193,0,"Enhanced","Yes","EA","H0630","016","0",3400,5,"5 Stars"
