"state","county","organizationname","planname","typeofmedicarehealthplan","monthlyconsolidatedpremiumi","annualdrugdeductible","drugbenefittype","additionalcoverageofferedin","drugbenefittypedetail","contractid","planid","segmentid","innetworkmoopamount","overallstarrating","overallstarratingstr"
"Ohio","Mahoning","Humana WI Health Organization Insurance Corp","Humana Gold Plus H6622-014 (HMO)","Local HMO",0,100,"Enhanced","No","EA","H6622","014","0",4900,4,"4 Stars"
"Ohio","Mahoning","Humana WI Health Organization Insurance Corp","Humana Gold Plus H6622-019 (HMO)","Local HMO",87,125,"Enhanced","No","EA","H6622","019","0",3900,4,"4 Stars"
"Ohio","Mahoning","Medical Mutual of Ohio","MedMutual Advantage Classic (HMO)","Local HMO",0,195,"Enhanced","Yes","EA","H6723","001","1",4300,3.5,"3.5 Stars"
"Ohio","Mahoning","Medical Mutual of Ohio","MedMutual Advantage Choice (HMO)","Local HMO",38,95,"Enhanced","Yes","EA","H6723","002","1",3950,3.5,"3.5 Stars"
"Ohio","Mahoning","Medical Mutual of Ohio","MedMutual Advantage Plus (HMO)","Local HMO",99,95,"Enhanced","Yes","EA","H6723","003","1",3400,3.5,"3.5 Stars"
"Ohio","Mahoning","Humana Insurance Company","Humana Gold Choice H8145-032 (PFFS)","PFFS",103,225,"Enhanced","No","EA","H8145","032","0",,3.5,"3.5 Stars"
"Ohio","Mahoning","The Health Plan","The Health Plan SecureChoice - Option II (PPO)","Local PPO",66,100,"Enhanced","No","EA","H8604","010","0",6700,4,"4 Stars"
"Ohio","Mahoning","Gateway Health Medicare Assured","Gateway Health Medicare Assured Prime (HMO)","Local HMO",107,250,"Enhanced","No","EA","H9190","006","0",6700,2.5,"2.5 Stars"
"Ohio","Mahoning","Gateway Health Medicare Assured","Gateway Health Medicare Assured Select (HMO)","Local HMO",0,200,"Enhanced","No","EA","H9190","019","0",6700,2.5,"2.5 Stars"
"Ohio","Mahoning","Humana Insurance Company","HumanaChoice R5495-001 (Regional PPO)","Regional PPO *",0,,,,,"R5495","001","0",6700,3.5,"3.5 Stars"
"Ohio","Mahoning","Humana Insurance Company","HumanaChoice R5495-002 (Regional PPO)","Regional PPO",96,320,"Basic","No","BA","R5495","002","0",6700,3.5,"3.5 Stars"
"Ohio","Mahoning","Anthem Blue Cross and Blue Shield","Anthem MediBlue Access Core (Regional PPO)","Regional PPO *",18,,,,,"R5941","013","0",5400,3.5,"3.5 Stars"
"Ohio","Mahoning","Anthem Blue Cross and Blue Shield","Anthem MediBlue Access Basic (Regional PPO)","Regional PPO",75,200,"Enhanced","Yes","EA","R5941","014","0",6000,3.5,"3.5 Stars"
"Ohio","Mahoning","Aetna Medicare","Aetna Medicare OH Connect Gold (Regional PPO)","Regional PPO",187,0,"Enhanced","Yes","EA","R6694","003","0",3500,3.5,"3.5 Stars"
"Ohio","Mahoning","Aetna Medicare","Aetna Medicare OH Connect Gold 2 (Regional PPO)","Regional PPO",177,150,"Basic","No","BA","R6694","005","0",3500,3.5,"3.5 Stars"
"Ohio","Marion","Anthem Blue Cross and Blue Shield","Anthem MediBlue Essential (HMO)","Local HMO",0,60,"Enhanced","Yes","EA","H3655","032","0",4900,4,"4 Stars"
"Ohio","Marion","Aetna Medicare","Aetna Medicare Value Plan (HMO)","Local HMO",26,150,"Enhanced","Yes","EA","H3931","108","0",6000,3.5,"3.5 Stars"
"Ohio","Marion","Anthem Blue Cross and Blue Shield","Anthem MediBlue Access (PPO)","Local PPO",56,50,"Enhanced","Yes","EA","H4036","010","1",6400,4,"4 Stars"
"Ohio","Marion","Medical Mutual of Ohio","MedMutual Advantage Select (PPO)","Local PPO",35,195,"Enhanced","Yes","EA","H4497","001","1",6500,3.5,"3.5 Stars"
"Ohio","Marion","Medical Mutual of Ohio","MedMutual Advantage Preferred (PPO)","Local PPO",70,95,"Enhanced","Yes","EA","H4497","002","1",5700,3.5,"3.5 Stars"
"Ohio","Marion","Medical Mutual of Ohio","MedMutual Advantage Premium (PPO)","Local PPO",110,95,"Enhanced","Yes","EA","H4497","003","1",3400,3.5,"3.5 Stars"
"Ohio","Marion","Humana Insurance Company","HumanaChoice H5216-052 (PPO)","Local PPO",45,195,"Enhanced","No","EA","H5216","052","1",6700,4,"4 Stars"
"Ohio","Marion","Humana Insurance Company","HumanaChoice H5216-109 (PPO)","Local PPO",25,195,"Enhanced","No","EA","H5216","109","0",6700,4,"4 Stars"
"Ohio","Marion","UnitedHealthcare","AARP MedicareComplete Plan 2 (HMO)","Local HMO",34,170,"Enhanced","No","EA","H5253","053","0",4900,4,"4 Stars"
"Ohio","Marion","UnitedHealthcare","AARP MedicareComplete Plan 5 (HMO)","Local HMO",0,255,"Enhanced","No","EA","H5253","062","0",6000,4,"4 Stars"
"Ohio","Marion","UnitedHealthcare","AARP MedicareComplete Plan 3 (HMO)","Local HMO",115,0,"Enhanced","No","EA","H5253","063","0",2900,4,"4 Stars"
"Ohio","Marion","Aetna Medicare","Aetna Medicare Standard Plan (PPO)","Local PPO",122,150,"Enhanced","Yes","EA","H5521","020","0",4750,4,"4 Stars"
"Ohio","Marion","Aetna Medicare","Aetna Medicare Value Plan (PPO)","Local PPO",0,95,"Enhanced","Yes","EA","H5521","089","0",6200,4,"4 Stars"
"Ohio","Marion","Aetna Medicare","Aetna Medicare Choice Plan (PPO)","Local PPO",92,0,"Enhanced","Yes","EA","H5521","134","0",4100,4,"4 Stars"
"Ohio","Marion","Humana Benefit Plan of Illinois, Inc.","HumanaChoice H5525-030 (PPO)","Local PPO",163,100,"Enhanced","No","EA","H5525","030","0",3400,4,"4 Stars"
"Ohio","Marion","Medical Mutual of Ohio","MedMutual Advantage Classic (HMO)","Local HMO",0,195,"Enhanced","Yes","EA","H6723","001","1",4300,3.5,"3.5 Stars"
"Ohio","Marion","Medical Mutual of Ohio","MedMutual Advantage Choice (HMO)","Local HMO",38,95,"Enhanced","Yes","EA","H6723","002","1",3950,3.5,"3.5 Stars"
"Ohio","Marion","Medical Mutual of Ohio","MedMutual Advantage Plus (HMO)","Local HMO",99,95,"Enhanced","Yes","EA","H6723","003","1",3400,3.5,"3.5 Stars"
"Ohio","Marion","Humana Insurance Company","Humana Gold Choice H8145-032 (PFFS)","PFFS",103,225,"Enhanced","No","EA","H8145","032","0",,3.5,"3.5 Stars"
"Ohio","Marion","Humana Insurance Company","HumanaChoice R5495-001 (Regional PPO)","Regional PPO *",0,,,,,"R5495","001","0",6700,3.5,"3.5 Stars"
"Ohio","Marion","Humana Insurance Company","HumanaChoice R5495-002 (Regional PPO)","Regional PPO",96,320,"Basic","No","BA","R5495","002","0",6700,3.5,"3.5 Stars"
"Ohio","Marion","Anthem Blue Cross and Blue Shield","Anthem MediBlue Access Core (Regional PPO)","Regional PPO *",18,,,,,"R5941","013","0",5400,3.5,"3.5 Stars"
"Ohio","Marion","Anthem Blue Cross and Blue Shield","Anthem MediBlue Access Basic (Regional PPO)","Regional PPO",75,200,"Enhanced","Yes","EA","R5941","014","0",6000,3.5,"3.5 Stars"
"Ohio","Marion","Aetna Medicare","Aetna Medicare OH Connect Gold (Regional PPO)","Regional PPO",187,0,"Enhanced","Yes","EA","R6694","003","0",3500,3.5,"3.5 Stars"
"Ohio","Marion","Aetna Medicare","Aetna Medicare OH Connect Gold 2 (Regional PPO)","Regional PPO",177,150,"Basic","No","BA","R6694","005","0",3500,3.5,"3.5 Stars"
"Ohio","Medina","Coventry Health Care","Advantra Silver (PPO)","Local PPO",0,95,"Enhanced","Yes","EA","H1608","029","0",4500,4,"4 Stars"
"Ohio","Medina","Paramount Elite","Paramount Elite - Enhanced Medical and Drug (HMO)","Local HMO",85,0,"Enhanced","No","EA","H3653","004","0",3400,4,"4 Stars"
"Ohio","Medina","Paramount Elite","Paramount Elite - Standard Medical and Drug (HMO)","Local HMO",0,0,"Enhanced","No","EA","H3653","015","0",6100,4,"4 Stars"
"Ohio","Medina","Paramount Elite","Paramount Elite - Enhanced Medical Only (HMO)","Local HMO *",46,,,,,"H3653","018","0",3400,4,"4 Stars"
"Ohio","Medina","Anthem Blue Cross and Blue Shield","Anthem MediBlue Essential (HMO)","Local HMO",0,60,"Enhanced","Yes","EA","H3655","032","0",4900,4,"4 Stars"
"Ohio","Medina","Anthem Blue Cross and Blue Shield","Anthem MediBlue Prime Select (HMO)","Local HMO",0,0,"Enhanced","Yes","EA","H3655","038","0",4900,4,"4 Stars"
"Ohio","Medina","SummaCare Medicare Advantage Plans","SummaCare Medicare Emerald (HMO-POS)","Local HMO",180,0,"Enhanced","Yes","EA","H3660","028","0",3400,4.5,"4.5 Stars"
"Ohio","Medina","SummaCare Medicare Advantage Plans","SummaCare Medicare Sapphire (HMO-POS)","Local HMO",76,0,"Enhanced","Yes","EA","H3660","029","0",3600,4.5,"4.5 Stars"
"Ohio","Medina","SummaCare Medicare Advantage Plans","SummaCare Medicare Ruby (HMO)","Local HMO",40,0,"Enhanced","Yes","EA","H3660","044","0",3600,4.5,"4.5 Stars"
"Ohio","Medina","SummaCare Medicare Advantage Plans","SummaCare Medicare Topaz (HMO)","Local HMO",0,150,"Enhanced","Yes","EA","H3660","050","0",3800,4.5,"4.5 Stars"
"Ohio","Medina","PrimeTime Health Plan","PrimeTime Health Plan Basic - MA Only (HMO-POS)","Local HMO *",0,,,,,"H3664","014","0",3400,4.5,"4.5 Stars"
"Ohio","Medina","PrimeTime Health Plan","PrimeTime Health Plan Plus (HMO-POS)","Local HMO",89,100,"Enhanced","No","EA","H3664","017","0",3900,4.5,"4.5 Stars"
"Ohio","Medina","PrimeTime Health Plan","PrimeTime Health Plan Classic (HMO-POS)","Local HMO",42,150,"Enhanced","No","EA","H3664","020","0",4900,4.5,"4.5 Stars"
"Ohio","Medina","PrimeTime Health Plan","PrimeTime Health Plan Aultimate (HMO-POS)","Local HMO",0,200,"Enhanced","No","EA","H3664","021","0",5900,4.5,"4.5 Stars"
"Ohio","Medina","The Health Plan","The Health Plan SecureCare - Option II (HMO)","Local HMO",46,100,"Enhanced","No","EA","H3672","013","0",4500,4,"4 Stars"
"Ohio","Medina","The Health Plan","The Health Plan SecureCare - Option I, MA Only (HMO)","Local HMO *",0,,,,,"H3672","014","0",4500,4,"4 Stars"
"Ohio","Medina","The Health Plan","The Health Plan SecureCare - Option IV (HMO)","Local HMO",0,200,"Enhanced","No","EA","H3672","018","0",3750,4,"4 Stars"
"Ohio","Medina","Aetna Medicare","Aetna Medicare Value Plan (HMO)","Local HMO",0,75,"Enhanced","Yes","EA","H3931","107","0",4650,3.5,"3.5 Stars"
"Ohio","Medina","Anthem Blue Cross and Blue Shield","Anthem MediBlue Access (PPO)","Local PPO",70,50,"Enhanced","Yes","EA","H4036","010","2",6200,4,"4 Stars"
"Ohio","Medina","Medical Mutual of Ohio","MedMutual Advantage Select (PPO)","Local PPO",35,195,"Enhanced","Yes","EA","H4497","001","1",6500,3.5,"3.5 Stars"
"Ohio","Medina","Medical Mutual of Ohio","MedMutual Advantage Preferred (PPO)","Local PPO",70,95,"Enhanced","Yes","EA","H4497","002","1",5700,3.5,"3.5 Stars"
"Ohio","Medina","Medical Mutual of Ohio","MedMutual Advantage Premium (PPO)","Local PPO",110,95,"Enhanced","Yes","EA","H4497","003","1",3400,3.5,"3.5 Stars"
"Ohio","Medina","Humana Insurance Company","HumanaChoice H5216-024 (PPO)","Local PPO",87,250,"Enhanced","No","EA","H5216","024","0",6700,4,"4 Stars"
"Ohio","Medina","UnitedHealthcare","AARP MedicareComplete Plan 7 (HMO)","Local HMO",0,255,"Enhanced","No","EA","H5253","049","0",4500,4,"4 Stars"
"Ohio","Medina","UnitedHealthcare","AARP MedicareComplete Plan 1 (HMO)","Local HMO",19,170,"Enhanced","No","EA","H5253","050","0",3600,4,"4 Stars"
"Ohio","Medina","UnitedHealthcare","AARP MedicareComplete Plan 3 (HMO)","Local HMO",115,0,"Enhanced","No","EA","H5253","051","0",2900,4,"4 Stars"
"Ohio","Medina","Aetna Medicare","Aetna Medicare Standard Plan (PPO)","Local PPO",122,150,"Enhanced","Yes","EA","H5521","020","0",4750,4,"4 Stars"
"Ohio","Medina","Aetna Medicare","Aetna Medicare Choice Plan (PPO)","Local PPO",92,0,"Enhanced","Yes","EA","H5521","134","0",4100,4,"4 Stars"
"Ohio","Medina","Humana Benefit Plan of Illinois, Inc.","HumanaChoice H5525-030 (PPO)","Local PPO",163,100,"Enhanced","No","EA","H5525","030","0",3400,4,"4 Stars"
"Ohio","Medina","Humana WI Health Organization Insurance Corp","Humana Gold Plus H6622-011 (HMO)","Local HMO",46,195,"Enhanced","No","EA","H6622","011","0",6700,4,"4 Stars"
"Ohio","Medina","Humana WI Health Organization Insurance Corp","Humana Gold Plus H6622-020 (HMO)","Local HMO",103,125,"Enhanced","No","EA","H6622","020","0",5900,4,"4 Stars"
"Ohio","Medina","Humana WI Health Organization Insurance Corp","Humana Gold Plus H6622-022 (HMO)","Local HMO",0,250,"Enhanced","No","EA","H6622","022","0",6700,4,"4 Stars"
"Ohio","Medina","Medical Mutual of Ohio","MedMutual Advantage Classic (HMO)","Local HMO",0,195,"Enhanced","Yes","EA","H6723","001","1",4300,3.5,"3.5 Stars"
"Ohio","Medina","Medical Mutual of Ohio","MedMutual Advantage Choice (HMO)","Local HMO",38,95,"Enhanced","Yes","EA","H6723","002","1",3950,3.5,"3.5 Stars"
"Ohio","Medina","Medical Mutual of Ohio","MedMutual Advantage Plus (HMO)","Local HMO",99,95,"Enhanced","Yes","EA","H6723","003","1",3400,3.5,"3.5 Stars"
"Ohio","Medina","The Health Plan","The Health Plan SecureChoice - Option II (PPO)","Local PPO",66,100,"Enhanced","No","EA","H8604","010","0",6700,4,"4 Stars"
"Ohio","Medina","Gateway Health Medicare Assured","Gateway Health Medicare Assured Prime (HMO)","Local HMO",107,250,"Enhanced","No","EA","H9190","006","0",6700,2.5,"2.5 Stars"
"Ohio","Medina","Gateway Health Medicare Assured","Gateway Health Medicare Assured Select (HMO)","Local HMO",0,200,"Enhanced","No","EA","H9190","019","0",6700,2.5,"2.5 Stars"
"Ohio","Medina","Humana Insurance Company","HumanaChoice R5495-001 (Regional PPO)","Regional PPO *",0,,,,,"R5495","001","0",6700,3.5,"3.5 Stars"
"Ohio","Medina","Humana Insurance Company","HumanaChoice R5495-002 (Regional PPO)","Regional PPO",96,320,"Basic","No","BA","R5495","002","0",6700,3.5,"3.5 Stars"
"Ohio","Medina","Anthem Blue Cross and Blue Shield","Anthem MediBlue Access Core (Regional PPO)","Regional PPO *",18,,,,,"R5941","013","0",5400,3.5,"3.5 Stars"
"Ohio","Medina","Anthem Blue Cross and Blue Shield","Anthem MediBlue Access Basic (Regional PPO)","Regional PPO",75,200,"Enhanced","Yes","EA","R5941","014","0",6000,3.5,"3.5 Stars"
"Ohio","Medina","Aetna Medicare","Aetna Medicare OH Connect Gold (Regional PPO)","Regional PPO",187,0,"Enhanced","Yes","EA","R6694","003","0",3500,3.5,"3.5 Stars"
"Ohio","Medina","Aetna Medicare","Aetna Medicare OH Connect Gold 2 (Regional PPO)","Regional PPO",177,150,"Basic","No","BA","R6694","005","0",3500,3.5,"3.5 Stars"
"Ohio","Meigs","The Health Plan","The Health Plan SecureCare - Option II (HMO)","Local HMO",46,100,"Enhanced","No","EA","H3672","013","0",4500,4,"4 Stars"
"Ohio","Meigs","The Health Plan","The Health Plan SecureCare - Option I, MA Only (HMO)","Local HMO *",0,,,,,"H3672","014","0",4500,4,"4 Stars"
"Ohio","Meigs","The Health Plan","The Health Plan SecureCare - Option IV (HMO)","Local HMO",0,200,"Enhanced","No","EA","H3672","018","0",3750,4,"4 Stars"
"Ohio","Meigs","Humana Insurance Company","HumanaChoice H5216-110 (PPO)","Local PPO",27,195,"Enhanced","No","EA","H5216","110","0",6700,4,"4 Stars"
"Ohio","Meigs","Humana Benefit Plan of Illinois, Inc.","HumanaChoice H5525-030 (PPO)","Local PPO",163,100,"Enhanced","No","EA","H5525","030","0",3400,4,"4 Stars"
"Ohio","Meigs","The Health Plan","The Health Plan SecureChoice - Option II (PPO)","Local PPO",66,100,"Enhanced","No","EA","H8604","010","0",6700,4,"4 Stars"
"Ohio","Meigs","Humana Insurance Company","HumanaChoice R5495-001 (Regional PPO)","Regional PPO *",0,,,,,"R5495","001","0",6700,3.5,"3.5 Stars"
"Ohio","Meigs","Humana Insurance Company","HumanaChoice R5495-002 (Regional PPO)","Regional PPO",96,320,"Basic","No","BA","R5495","002","0",6700,3.5,"3.5 Stars"
"Ohio","Meigs","Anthem Blue Cross and Blue Shield","Anthem MediBlue Access Core (Regional PPO)","Regional PPO *",18,,,,,"R5941","013","0",5400,3.5,"3.5 Stars"
"Ohio","Meigs","Anthem Blue Cross and Blue Shield","Anthem MediBlue Access Basic (Regional PPO)","Regional PPO",75,200,"Enhanced","Yes","EA","R5941","014","0",6000,3.5,"3.5 Stars"
"Ohio","Meigs","Aetna Medicare","Aetna Medicare OH Connect Gold (Regional PPO)","Regional PPO",187,0,"Enhanced","Yes","EA","R6694","003","0",3500,3.5,"3.5 Stars"
"Ohio","Meigs","Aetna Medicare","Aetna Medicare OH Connect Gold 2 (Regional PPO)","Regional PPO",177,150,"Basic","No","BA","R6694","005","0",3500,3.5,"3.5 Stars"
"Ohio","Mercer","Premier Health Plan","Premier Health Advantage (HMO)","Local HMO",0,125,"Enhanced","Yes","EA","H3233","001","0",5500,3.5,"3.5 Stars"
"Ohio","Mercer","Premier Health Plan","Premier Health Advantage Choice (HMO-POS)","Local HMO",19,125,"Enhanced","Yes","EA","H3233","003","0",6700,3.5,"3.5 Stars"
"Ohio","Mercer","Anthem Blue Cross and Blue Shield","Anthem MediBlue Essential (HMO)","Local HMO",0,60,"Enhanced","Yes","EA","H3655","032","0",4900,4,"4 Stars"
"Ohio","Mercer","SummaCare Medicare Advantage Plans","SummaCare Medicare Sapphire (HMO-POS)","Local HMO",105,0,"Enhanced","Yes","EA","H3660","048","0",3600,4.5,"4.5 Stars"
"Ohio","Mercer","Anthem Blue Cross and Blue Shield","Anthem MediBlue Access (PPO)","Local PPO",56,50,"Enhanced","Yes","EA","H4036","010","1",6400,4,"4 Stars"
"Ohio","Mercer","Medical Mutual of Ohio","MedMutual Advantage Select (PPO)","Local PPO",95,195,"Enhanced","Yes","EA","H4497","001","2",6500,3.5,"3.5 Stars"
"Ohio","Mercer","Medical Mutual of Ohio","MedMutual Advantage Preferred (PPO)","Local PPO",132,95,"Enhanced","Yes","EA","H4497","002","2",5700,3.5,"3.5 Stars"
"Ohio","Mercer","Medical Mutual of Ohio","MedMutual Advantage Premium (PPO)","Local PPO",175,95,"Enhanced","Yes","EA","H4497","003","2",3400,3.5,"3.5 Stars"
"Ohio","Mercer","Humana Insurance Company","HumanaChoice H5216-050 (PPO)","Local PPO",85,175,"Enhanced","No","EA","H5216","050","0",6200,4,"4 Stars"
"Ohio","Mercer","Humana Insurance Company","HumanaChoice H5216-108 (PPO)","Local PPO",23,195,"Enhanced","No","EA","H5216","108","0",6700,4,"4 Stars"
"Ohio","Mercer","Humana Benefit Plan of Illinois, Inc.","HumanaChoice H5525-030 (PPO)","Local PPO",163,100,"Enhanced","No","EA","H5525","030","0",3400,4,"4 Stars"
"Ohio","Mercer","Medical Mutual of Ohio","MedMutual Advantage Classic (HMO)","Local HMO",48,195,"Enhanced","Yes","EA","H6723","001","2",4300,3.5,"3.5 Stars"
"Ohio","Mercer","Medical Mutual of Ohio","MedMutual Advantage Choice (HMO)","Local HMO",80,95,"Enhanced","Yes","EA","H6723","002","2",3950,3.5,"3.5 Stars"
"Ohio","Mercer","Medical Mutual of Ohio","MedMutual Advantage Plus (HMO)","Local HMO",109,95,"Enhanced","Yes","EA","H6723","003","2",3400,3.5,"3.5 Stars"
"Ohio","Mercer","Humana Insurance Company","Humana Gold Choice H8145-032 (PFFS)","PFFS",103,225,"Enhanced","No","EA","H8145","032","0",,3.5,"3.5 Stars"
"Ohio","Mercer","Gateway Health Medicare Assured","Gateway Health Medicare Assured Prime (HMO)","Local HMO",107,250,"Enhanced","No","EA","H9190","006","0",6700,2.5,"2.5 Stars"
"Ohio","Mercer","Gateway Health Medicare Assured","Gateway Health Medicare Assured Select (HMO)","Local HMO",0,200,"Enhanced","No","EA","H9190","019","0",6700,2.5,"2.5 Stars"
"Ohio","Mercer","Humana Insurance Company","HumanaChoice R5495-001 (Regional PPO)","Regional PPO *",0,,,,,"R5495","001","0",6700,3.5,"3.5 Stars"
"Ohio","Mercer","Humana Insurance Company","HumanaChoice R5495-002 (Regional PPO)","Regional PPO",96,320,"Basic","No","BA","R5495","002","0",6700,3.5,"3.5 Stars"
"Ohio","Mercer","Anthem Blue Cross and Blue Shield","Anthem MediBlue Access Core (Regional PPO)","Regional PPO *",18,,,,,"R5941","013","0",5400,3.5,"3.5 Stars"
"Ohio","Mercer","Anthem Blue Cross and Blue Shield","Anthem MediBlue Access Basic (Regional PPO)","Regional PPO",75,200,"Enhanced","Yes","EA","R5941","014","0",6000,3.5,"3.5 Stars"
"Ohio","Mercer","Aetna Medicare","Aetna Medicare OH Connect Gold (Regional PPO)","Regional PPO",187,0,"Enhanced","Yes","EA","R6694","003","0",3500,3.5,"3.5 Stars"
"Ohio","Mercer","Aetna Medicare","Aetna Medicare OH Connect Gold 2 (Regional PPO)","Regional PPO",177,150,"Basic","No","BA","R6694","005","0",3500,3.5,"3.5 Stars"
"Ohio","Miami","Premier Health Plan","Premier Health Advantage (HMO)","Local HMO",0,125,"Enhanced","Yes","EA","H3233","001","0",5500,3.5,"3.5 Stars"
"Ohio","Miami","Premier Health Plan","Premier Health Advantage Choice (HMO-POS)","Local HMO",19,125,"Enhanced","Yes","EA","H3233","003","0",6700,3.5,"3.5 Stars"
"Ohio","Miami","Anthem Blue Cross and Blue Shield","Anthem MediBlue Essential (HMO)","Local HMO",0,60,"Enhanced","Yes","EA","H3655","032","0",4900,4,"4 Stars"
"Ohio","Miami","Anthem Blue Cross and Blue Shield","Anthem MediBlue Plus (HMO)","Local HMO",62,60,"Enhanced","Yes","EA","H3655","034","0",4100,4,"4 Stars"
"Ohio","Miami","Aetna Medicare","Aetna Medicare Select Plan (HMO)","Local HMO",36,100,"Enhanced","Yes","EA","H3931","110","0",5100,3.5,"3.5 Stars"
"Ohio","Miami","Anthem Blue Cross and Blue Shield","Anthem MediBlue Access (PPO)","Local PPO",56,50,"Enhanced","Yes","EA","H4036","010","1",6400,4,"4 Stars"
"Ohio","Miami","Anthem Blue Cross and Blue Shield","Anthem MediBlue Access Plus (PPO)","Local PPO",89,40,"Enhanced","Yes","EA","H4036","012","2",4300,4,"4 Stars"
"Ohio","Miami","Medical Mutual of Ohio","MedMutual Advantage Select (PPO)","Local PPO",35,195,"Enhanced","Yes","EA","H4497","001","1",6500,3.5,"3.5 Stars"
"Ohio","Miami","Medical Mutual of Ohio","MedMutual Advantage Preferred (PPO)","Local PPO",70,95,"Enhanced","Yes","EA","H4497","002","1",5700,3.5,"3.5 Stars"
"Ohio","Miami","Medical Mutual of Ohio","MedMutual Advantage Premium (PPO)","Local PPO",110,95,"Enhanced","Yes","EA","H4497","003","1",3400,3.5,"3.5 Stars"
"Ohio","Miami","Humana Insurance Company","HumanaChoice H5216-023 (PPO)","Local PPO",57,175,"Enhanced","No","EA","H5216","023","0",6700,4,"4 Stars"
"Ohio","Miami","Humana Insurance Company","HumanaChoice H5216-109 (PPO)","Local PPO",25,195,"Enhanced","No","EA","H5216","109","0",6700,4,"4 Stars"
"Ohio","Miami","UnitedHealthcare","AARP MedicareComplete Plan 6 (HMO)","Local HMO",0,255,"Enhanced","No","EA","H5253","052","0",6000,4,"4 Stars"
"Ohio","Miami","UnitedHealthcare","AARP MedicareComplete Plan 2 (HMO)","Local HMO",34,170,"Enhanced","No","EA","H5253","053","0",4900,4,"4 Stars"
"Ohio","Miami","UnitedHealthcare","AARP MedicareComplete Plan 3 (HMO)","Local HMO",115,0,"Enhanced","No","EA","H5253","054","0",2900,4,"4 Stars"
"Ohio","Miami","Aetna Medicare","Aetna Medicare Standard Plan (PPO)","Local PPO",122,150,"Enhanced","Yes","EA","H5521","020","0",4750,4,"4 Stars"
"Ohio","Miami","Aetna Medicare","Aetna Medicare Value Plan (PPO)","Local PPO",0,150,"Enhanced","Yes","EA","H5521","090","0",4900,4,"4 Stars"
"Ohio","Miami","Humana Benefit Plan of Illinois, Inc.","HumanaChoice H5525-030 (PPO)","Local PPO",163,100,"Enhanced","No","EA","H5525","030","0",3400,4,"4 Stars"
"Ohio","Miami","Humana WI Health Organization Insurance Corp","Humana Gold Plus H6622-012 (HMO)","Local HMO",0,195,"Enhanced","No","EA","H6622","012","0",6700,4,"4 Stars"
"Ohio","Miami","Humana WI Health Organization Insurance Corp","Humana Gold Plus H6622-020 (HMO)","Local HMO",103,125,"Enhanced","No","EA","H6622","020","0",5900,4,"4 Stars"
"Ohio","Miami","Medical Mutual of Ohio","MedMutual Advantage Classic (HMO)","Local HMO",0,195,"Enhanced","Yes","EA","H6723","001","1",4300,3.5,"3.5 Stars"
"Ohio","Miami","Medical Mutual of Ohio","MedMutual Advantage Choice (HMO)","Local HMO",38,95,"Enhanced","Yes","EA","H6723","002","1",3950,3.5,"3.5 Stars"
"Ohio","Miami","Medical Mutual of Ohio","MedMutual Advantage Plus (HMO)","Local HMO",99,95,"Enhanced","Yes","EA","H6723","003","1",3400,3.5,"3.5 Stars"
"Ohio","Miami","Humana Insurance Company","Humana Gold Choice H8145-032 (PFFS)","PFFS",103,225,"Enhanced","No","EA","H8145","032","0",,3.5,"3.5 Stars"
"Ohio","Miami","Gateway Health Medicare Assured","Gateway Health Medicare Assured Prime (HMO)","Local HMO",107,250,"Enhanced","No","EA","H9190","006","0",6700,2.5,"2.5 Stars"
"Ohio","Miami","Gateway Health Medicare Assured","Gateway Health Medicare Assured Select (HMO)","Local HMO",0,200,"Enhanced","No","EA","H9190","019","0",6700,2.5,"2.5 Stars"
"Ohio","Miami","Humana Insurance Company","HumanaChoice R5495-001 (Regional PPO)","Regional PPO *",0,,,,,"R5495","001","0",6700,3.5,"3.5 Stars"
"Ohio","Miami","Humana Insurance Company","HumanaChoice R5495-002 (Regional PPO)","Regional PPO",96,320,"Basic","No","BA","R5495","002","0",6700,3.5,"3.5 Stars"
"Ohio","Miami","Anthem Blue Cross and Blue Shield","Anthem MediBlue Access Core (Regional PPO)","Regional PPO *",18,,,,,"R5941","013","0",5400,3.5,"3.5 Stars"
"Ohio","Miami","Anthem Blue Cross and Blue Shield","Anthem MediBlue Access Basic (Regional PPO)","Regional PPO",75,200,"Enhanced","Yes","EA","R5941","014","0",6000,3.5,"3.5 Stars"
"Ohio","Miami","Aetna Medicare","Aetna Medicare OH Connect Gold (Regional PPO)","Regional PPO",187,0,"Enhanced","Yes","EA","R6694","003","0",3500,3.5,"3.5 Stars"
"Ohio","Miami","Aetna Medicare","Aetna Medicare OH Connect Gold 2 (Regional PPO)","Regional PPO",177,150,"Basic","No","BA","R6694","005","0",3500,3.5,"3.5 Stars"
"Ohio","Monroe","MediGold","MediGold Medical Only (HMO)","Local HMO *",60,,,,,"H3668","013","0",3900,3.5,"3.5 Stars"
"Ohio","Monroe","MediGold","MediGold Southeast OH Classic Preferred (HMO)","Local HMO",140,0,"Enhanced","Yes","EA","H3668","014","0",3900,3.5,"3.5 Stars"
"Ohio","Monroe","MediGold","MediGold Southeast OH Essential Care (HMO)","Local HMO",24,250,"Enhanced","Yes","EA","H3668","015","0",4900,3.5,"3.5 Stars"
"Ohio","Monroe","The Health Plan","The Health Plan SecureCare - Option II (HMO)","Local HMO",87,100,"Enhanced","No","EA","H3672","020","0",6700,4,"4 Stars"
