"2011 Medicare Advantage, and Cost Plans",,,,,,,,,,,,,,
"Data as of December 17, 2010.  Includes all 2011 approved contracts/plans.  PACE, Special Needs Plans, Part B Only Plans, and Employer  sponsored plans (800 series) are excluded. Plans under sanction are not shown.",,,,,,,,,,,,,,
"Notes: Data are subject to change as contracts are finalized.  For 2011, enhanced alternative plans may offer additional gap coverage which is calculated as the percentage of “generic” formulary products with coverage above and beyond the 2011 standard ""generic"" coverage gap cost-sharing benefit and/or the percentage of “brand” formulary products covered in addition to the coverage gap discount for applicable drugs.  Additional gap coverage levels are determined separately for formulary generic and brand products and are described as follows:   “All”: 100% of formulary drugs are covered through the gap, “Many”: ?65% to <100% of formulary drugs are covered through the gap, “Some”: ?10% to <65 % of formulary drugs are covered through the gap, “Few”: >0% to <10% of formulary drugs are covered through the gap (and must also be >15 products covered through the gap), “No Gap Coverage”:  0% of formulary drugs are covered through the gap (or ?15 products covered through the gap).  A label of “All Formulary Drugs” is applied for plans that cover 100% of “generic” and 100% of “brand” products (either by covering all formulary drug products in the gap or by having no initial coverage limit).",,,,,,,,,,,,,,
* Indicates plan does not offer Part D drug coverage.,,,,,,,,,,,,,,
** MOOP is defined as: Maximum Out-of-Pocket (MOOP) limit on enrollee spending that includes costs for all in-network Part A and Part B Services. N/A is defined as Not Applicable,,,,,,,,,,,,,,
State,County,Organization Name,Plan Name,Type of Medicare Health Plan,"Monthly Consolidated Premium 
(Includes 
Part C + D)",Annual Drug Deductible,"Drug 
Benefit 
Type","Type of 
Additional Coverage Offered in the Gap",Drug Benefit Type Detail,Contract ID,Plan ID,Segment ID,In-network MOOP Amount **,Preventive Services Provided at Zero Cost Share
Florida,Taylor,Humana Insurance Company,Humana Gold Choice H2944-169 (PFFS),PFFS *,$59.00,,,,,H2944,169,0,"$6,700",Yes
Florida,Taylor,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO,$80.00,$0,Enhanced,"Few Generics, Few Brands",EA,R5826,005,0,"$6,000",Yes
Florida,Taylor,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,018,0,"$4,000",Yes
Florida,Taylor,Humana Insurance Company,HumanaChoice R5826-074 (Regional PPO),Regional PPO,$50.00,$310,Basic,None,DS,R5826,074,0,"$4,500",Yes
Florida,Taylor,SecureHorizons by UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *,$0.00,,,,,R5287,002,0,"$3,400",Yes
Florida,Taylor,SecureHorizons by UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO,$0.00,$0,Enhanced,None,EA,R5287,001,0,"$4,750",Yes
Florida,Taylor,Sterling Life Insurance Company,Sterling Basic (PFFS),PFFS *,$39.00,,,,,H5006,018,8,"$5,000",Yes
Florida,Taylor,Sterling Life Insurance Company,Sterling Option I (PFFS),PFFS *,$69.00,,,,,H5006,014,5,"$3,000",Yes
Florida,Taylor,Sterling Life Insurance Company,Sterling Option II (PFFS),PFFS,$90.70,$200,Basic,None,BA,H5006,017,8,"$4,000",Yes
Florida,Taylor,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold (PFFS)",PFFS,$0.00,$0,Enhanced,None,EA,H5820,011,0,"$6,700",No
Florida,Taylor,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold MA Only (PFFS)",PFFS *,$0.00,,,,,H5820,029,0,"$6,700",No
Florida,Taylor,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Platinum (PFFS)",PFFS,$65.00,$0,Enhanced,None,EA,H5820,008,0,"$6,700",No
Florida,Taylor,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","e-Any, Any, Any Gold Direct (PFFS)",PFFS,$0.00,$0,Basic,None,BA,H5820,033,0,"$6,700",No
Florida,Union,"Blue Cross and Blue Shield of Florida, Inc.",BlueMedicare Regional PPO (Regional PPO),Regional PPO,$63.00,$150,Basic,None,BA,R3332,001,0,"$4,500",Yes
Florida,Union,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO,$80.00,$0,Enhanced,"Few Generics, Few Brands",EA,R5826,005,0,"$6,000",Yes
Florida,Union,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,018,0,"$4,000",Yes
Florida,Union,Humana Insurance Company,HumanaChoice R5826-074 (Regional PPO),Regional PPO,$50.00,$310,Basic,None,DS,R5826,074,0,"$4,500",Yes
Florida,Union,SecureHorizons by UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *,$0.00,,,,,R5287,002,0,"$3,400",Yes
Florida,Union,SecureHorizons by UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO,$0.00,$0,Enhanced,None,EA,R5287,001,0,"$4,750",Yes
Florida,Volusia,"Blue Cross and Blue Shield of Florida, Inc.",BlueMedicare Regional PPO (Regional PPO),Regional PPO,$63.00,$150,Basic,None,BA,R3332,001,0,"$4,500",Yes
Florida,Volusia,"Florida Health Care Plan, Inc.",FHCP Medvantage (HMO-POS),Local HMO *,$0.00,,,,,H1035,007,0,"$6,700",Yes
Florida,Volusia,"Florida Health Care Plan, Inc.",FHCP Medvantage Rx (HMO),Local HMO,$9.90,$150,Enhanced,None,EA,H1035,006,0,"$6,700",Yes
Florida,Volusia,"Florida Health Care Plan, Inc.",FHCP Medvantage Rx Plus (HMO-POS),Local HMO,$45.50,$0,Enhanced,Many Generics,EA,H1035,002,0,"$6,700",Yes
Florida,Volusia,"Freedom Health, Inc.",Freedom Medicare Plan Rx (HMO),Local HMO,$0.00,$0,Enhanced,None,EA,H5427,059,0,"$3,400",Yes
Florida,Volusia,"Freedom Health, Inc.",Freedom Savings Plan (HMO),Local HMO *,$0.00,,,,,H5427,052,0,"$3,400",Yes
Florida,Volusia,"Freedom Health, Inc.",Freedom Savings Plan Rx (HMO),Local HMO,$0.00,$0,Enhanced,None,EA,H5427,053,0,"$3,400",Yes
Florida,Volusia,"Humana Health Insurance Company of FL, Inc.",HumanaChoice H5415-039 (PPO),Local PPO,$87.00,$0,Enhanced,"Few Generics, Few Brands",EA,H5415,039,0,"$6,000",Yes
Florida,Volusia,Humana Insurance Company,Humana Gold Choice H8145-010 (PFFS),PFFS *,$29.00,,,,,H8145,010,0,"$6,700",Yes
Florida,Volusia,Humana Insurance Company,Humana Gold Choice H8145-061 (PFFS),PFFS,$87.00,$0,Enhanced,"Few Generics, Few Brands",EA,H8145,061,0,"$6,300",Yes
Florida,Volusia,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO,$80.00,$0,Enhanced,"Few Generics, Few Brands",EA,R5826,005,0,"$6,000",Yes
Florida,Volusia,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,018,0,"$4,000",Yes
Florida,Volusia,Humana Insurance Company,HumanaChoice R5826-074 (Regional PPO),Regional PPO,$50.00,$310,Basic,None,DS,R5826,074,0,"$4,500",Yes
Florida,Volusia,"Humana Medical Plan, Inc.",Humana Gold Plus H1036-044 (HMO),Local HMO,$0.00,$0,Enhanced,"Some Generics, Few Brands",EA,H1036,044,0,"$4,000",Yes
Florida,Volusia,"Humana Medical Plan, Inc.",Humana Gold Plus H1036-056 (HMO),Local HMO *,$0.00,,,,,H1036,056,0,"$4,500",Yes
Florida,Volusia,"Optimum HealthCare, Inc.",Optimum Platinum Plan (HMO-POS),Local HMO,$0.00,$0,Enhanced,None,EA,H5594,006,0,"$3,400",Yes
Florida,Volusia,SecureHorizons by UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *,$0.00,,,,,R5287,002,0,"$3,400",Yes
Florida,Volusia,SecureHorizons by UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO,$0.00,$0,Enhanced,None,EA,R5287,001,0,"$4,750",Yes
Florida,Volusia,"Universal Health Care, Inc.",e-Medicare Masterpiece Direct (HMO),Local HMO,$0.00,$0,Enhanced,None,EA,H5404,141,0,"$3,400",No
Florida,Volusia,"Universal Health Care, Inc.",e-Medicare Masterpiece Premier Direct (HMO),Local HMO,$0.00,$0,Enhanced,Many Generics,EA,H5404,140,0,"$3,400",No
Florida,Volusia,"Universal Health Care, Inc.",Medicare Masterpiece (HMO),Local HMO,$0.00,$0,Enhanced,None,EA,H5404,001,0,"$3,400",No
Florida,Volusia,"Universal Health Care, Inc.",Medicare Masterpiece MA Only (HMO),Local HMO *,$0.00,,,,,H5404,116,0,"$3,400",No
Florida,Volusia,"Universal Health Care, Inc.",Medicare Masterpiece Plus (HMO-POS),Local HMO,$29.00,$0,Enhanced,None,EA,H5404,086,0,"$3,400",No
Florida,Volusia,"Universal Health Care, Inc.",Medicare Masterpiece Premier (HMO),Local HMO,$0.00,$0,Enhanced,Many Generics,EA,H5404,138,0,"$3,400",No
Florida,Wakulla,"Blue Cross and Blue Shield of Florida, Inc.",BlueMedicare Regional PPO (Regional PPO),Regional PPO,$63.00,$150,Basic,None,BA,R3332,001,0,"$4,500",Yes
Florida,Wakulla,Capital Health Plan,Capital Health Plan Advantage Plus (HMO),Local HMO,$25.00,$0,Enhanced,None,EA,H5938,001,0,"$3,400",No
Florida,Wakulla,Capital Health Plan,Capital Health Plan Preferred Advantage (HMO),Local HMO,$95.00,$0,Enhanced,Many Generics,EA,H5938,006,0,"$3,400",No
Florida,Wakulla,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO,$80.00,$0,Enhanced,"Few Generics, Few Brands",EA,R5826,005,0,"$6,000",Yes
Florida,Wakulla,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,018,0,"$4,000",Yes
Florida,Wakulla,Humana Insurance Company,HumanaChoice R5826-074 (Regional PPO),Regional PPO,$50.00,$310,Basic,None,DS,R5826,074,0,"$4,500",Yes
Florida,Wakulla,SecureHorizons by UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *,$0.00,,,,,R5287,002,0,"$3,400",Yes
Florida,Wakulla,SecureHorizons by UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO,$0.00,$0,Enhanced,None,EA,R5287,001,0,"$4,750",Yes
Florida,Wakulla,"Universal Health Care, Inc.",e-Medicare Masterpiece Direct (HMO),Local HMO,$0.00,$0,Enhanced,None,EA,H5404,141,0,"$3,400",No
Florida,Wakulla,"Universal Health Care, Inc.",Medicare Masterpiece (HMO),Local HMO,$0.00,$0,Enhanced,None,EA,H5404,001,0,"$3,400",No
Florida,Wakulla,"Universal Health Care, Inc.",Medicare Masterpiece (PPO),Local PPO,$0.00,$0,Enhanced,None,EA,H5429,001,0,"$6,700",No
Florida,Wakulla,"Universal Health Care, Inc.",Medicare Masterpiece MA Only (HMO),Local HMO *,$0.00,,,,,H5404,116,0,"$3,400",No
Florida,Wakulla,"Universal Health Care, Inc.",Medicare Masterpiece MA Only (PPO),Local PPO *,$0.00,,,,,H5429,053,0,"$6,700",No
Florida,Wakulla,"Universal Health Care, Inc.",Medicare Masterpiece Plus (HMO-POS),Local HMO,$29.00,$0,Enhanced,None,EA,H5404,086,0,"$3,400",No
Florida,Wakulla,WellCare,WellCare Value (HMO),Local HMO,$0.00,$0,Enhanced,None,EA,H1032,079,0,"$5,000",Yes
Florida,Walton,"Blue Cross and Blue Shield of Florida, Inc.",BlueMedicare Regional PPO (Regional PPO),Regional PPO,$63.00,$150,Basic,None,BA,R3332,001,0,"$4,500",Yes
Florida,Walton,Humana Insurance Company,Humana Gold Choice H2944-138 (PFFS),PFFS,$99.50,$0,Enhanced,"Few Generics, Few Brands",EA,H2944,138,0,"$6,700",Yes
Florida,Walton,Humana Insurance Company,Humana Gold Choice H2944-169 (PFFS),PFFS *,$59.00,,,,,H2944,169,0,"$6,700",Yes
Florida,Walton,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO,$80.00,$0,Enhanced,"Few Generics, Few Brands",EA,R5826,005,0,"$6,000",Yes
Florida,Walton,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,018,0,"$4,000",Yes
Florida,Walton,Humana Insurance Company,HumanaChoice R5826-074 (Regional PPO),Regional PPO,$50.00,$310,Basic,None,DS,R5826,074,0,"$4,500",Yes
Florida,Walton,SecureHorizons by UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *,$0.00,,,,,R5287,002,0,"$3,400",Yes
Florida,Walton,SecureHorizons by UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO,$0.00,$0,Enhanced,None,EA,R5287,001,0,"$4,750",Yes
Florida,Walton,Sterling Life Insurance Company,Sterling Basic (PFFS),PFFS *,$39.00,,,,,H5006,018,8,"$5,000",Yes
Florida,Walton,Sterling Life Insurance Company,Sterling Option I (PFFS),PFFS *,$69.00,,,,,H5006,014,5,"$3,000",Yes
Florida,Walton,Sterling Life Insurance Company,Sterling Option II (PFFS),PFFS,$90.70,$200,Basic,None,BA,H5006,017,8,"$4,000",Yes
Florida,Walton,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold (PFFS)",PFFS,$0.00,$0,Enhanced,None,EA,H5820,011,0,"$6,700",No
Florida,Walton,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold MA Only (PFFS)",PFFS *,$0.00,,,,,H5820,029,0,"$6,700",No
Florida,Walton,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Platinum (PFFS)",PFFS,$65.00,$0,Enhanced,None,EA,H5820,008,0,"$6,700",No
Florida,Walton,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","e-Any, Any, Any Gold Direct (PFFS)",PFFS,$0.00,$0,Basic,None,BA,H5820,033,0,"$6,700",No
Florida,Washington,"Blue Cross and Blue Shield of Florida, Inc.",BlueMedicare Regional PPO (Regional PPO),Regional PPO,$63.00,$150,Basic,None,BA,R3332,001,0,"$4,500",Yes
Florida,Washington,Humana Insurance Company,Humana Gold Choice H2944-138 (PFFS),PFFS,$99.50,$0,Enhanced,"Few Generics, Few Brands",EA,H2944,138,0,"$6,700",Yes
Florida,Washington,Humana Insurance Company,Humana Gold Choice H2944-169 (PFFS),PFFS *,$59.00,,,,,H2944,169,0,"$6,700",Yes
Florida,Washington,Humana Insurance Company,HumanaChoice R5826-005 (Regional PPO),Regional PPO,$80.00,$0,Enhanced,"Few Generics, Few Brands",EA,R5826,005,0,"$6,000",Yes
Florida,Washington,Humana Insurance Company,HumanaChoice R5826-018 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,018,0,"$4,000",Yes
Florida,Washington,Humana Insurance Company,HumanaChoice R5826-074 (Regional PPO),Regional PPO,$50.00,$310,Basic,None,DS,R5826,074,0,"$4,500",Yes
Florida,Washington,SecureHorizons by UnitedHealthcare,AARP MedicareComplete Choice Essential (Regional PPO),Regional PPO *,$0.00,,,,,R5287,002,0,"$3,400",Yes
Florida,Washington,SecureHorizons by UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (Regional PPO),Regional PPO,$0.00,$0,Enhanced,None,EA,R5287,001,0,"$4,750",Yes
Florida,Washington,Sterling Life Insurance Company,Sterling Basic (PFFS),PFFS *,$39.00,,,,,H5006,018,8,"$5,000",Yes
Florida,Washington,Sterling Life Insurance Company,Sterling Option I (PFFS),PFFS *,$69.00,,,,,H5006,014,5,"$3,000",Yes
Florida,Washington,Sterling Life Insurance Company,Sterling Option II (PFFS),PFFS,$90.70,$200,Basic,None,BA,H5006,017,8,"$4,000",Yes
Florida,Washington,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold (PFFS)",PFFS,$0.00,$0,Enhanced,None,EA,H5820,011,0,"$6,700",No
Florida,Washington,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold MA Only (PFFS)",PFFS *,$0.00,,,,,H5820,029,0,"$6,700",No
Florida,Washington,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Platinum (PFFS)",PFFS,$65.00,$0,Enhanced,None,EA,H5820,008,0,"$6,700",No
Florida,Washington,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","e-Any, Any, Any Gold Direct (PFFS)",PFFS,$0.00,$0,Basic,None,BA,H5820,033,0,"$6,700",No
Florida,Washington,WellCare,WellCare Value (HMO),Local HMO,$0.00,$0,Enhanced,None,EA,H1032,079,0,"$5,000",Yes
Georgia,Appling,Care Improvement Plus,Care Improvement Plus Medicare Advantage (Regional PPO),Regional PPO,$63.00,$0,Basic,None,BA,R9896,012,0,"$3,400",Yes
Georgia,Appling,Humana Insurance Company,HumanaChoice R5826-004 (Regional PPO),Regional PPO,$59.00,$0,Enhanced,"Few Generics, Few Brands",EA,R5826,004,0,"$5,900",Yes
Georgia,Appling,Humana Insurance Company,HumanaChoice R5826-064 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,064,0,"$3,400",Yes
Georgia,Appling,Humana Insurance Company,HumanaChoice R5826-077 (Regional PPO),Regional PPO,$69.00,$150,Basic,None,BA,R5826,077,0,"$5,900",Yes
Georgia,Appling,Sterling Life Insurance Company,Sterling Basic (PFFS),PFFS *,$15.00,,,,,H5006,018,5,"$5,000",Yes
Georgia,Appling,Sterling Life Insurance Company,Sterling Option I (PFFS),PFFS *,$29.00,,,,,H5006,014,2,"$3,000",Yes
Georgia,Appling,Sterling Life Insurance Company,Sterling Option II (PFFS),PFFS,$50.70,$200,Basic,None,BA,H5006,017,5,"$4,000",Yes
Georgia,Appling,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold (PFFS)",PFFS,$0.00,$0,Enhanced,None,EA,H5820,011,0,"$6,700",No
Georgia,Appling,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold MA Only (PFFS)",PFFS *,$0.00,,,,,H5820,029,0,"$6,700",No
Georgia,Appling,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Platinum (PFFS)",PFFS,$65.00,$0,Enhanced,None,EA,H5820,008,0,"$6,700",No
Georgia,Appling,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","e-Any, Any, Any Gold Direct (PFFS)",PFFS,$0.00,$0,Basic,None,BA,H5820,033,0,"$6,700",No
Georgia,Atkinson,"Anthem Insurance Companies, Inc.",SmartValue Classic (PFFS),PFFS *,$19.00,,,,,H1689,012,0,"$5,000",Yes
Georgia,Atkinson,"Anthem Insurance Companies, Inc.",SmartValue Plus (PFFS),PFFS,$42.00,$0,Enhanced,Many Generics,EA,H1689,013,0,"$5,000",Yes
Georgia,Atkinson,Care Improvement Plus,Care Improvement Plus Medicare Advantage (Regional PPO),Regional PPO,$63.00,$0,Basic,None,BA,R9896,012,0,"$3,400",Yes
Georgia,Atkinson,Humana Insurance Company,Humana Gold Choice H2944-114 (PFFS),PFFS,$57.00,$0,Enhanced,"Few Generics, Few Brands",EA,H2944,114,0,"$5,900",Yes
Georgia,Atkinson,Humana Insurance Company,Humana Gold Choice H2944-193 (PFFS),PFFS *,$15.00,,,,,H2944,193,0,"$6,700",Yes
Georgia,Atkinson,Humana Insurance Company,HumanaChoice R5826-004 (Regional PPO),Regional PPO,$59.00,$0,Enhanced,"Few Generics, Few Brands",EA,R5826,004,0,"$5,900",Yes
Georgia,Atkinson,Humana Insurance Company,HumanaChoice R5826-064 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,064,0,"$3,400",Yes
Georgia,Atkinson,Humana Insurance Company,HumanaChoice R5826-077 (Regional PPO),Regional PPO,$69.00,$150,Basic,None,BA,R5826,077,0,"$5,900",Yes
Georgia,Atkinson,Sterling Life Insurance Company,Sterling Basic (PFFS),PFFS *,$15.00,,,,,H5006,018,5,"$5,000",Yes
Georgia,Atkinson,Sterling Life Insurance Company,Sterling Option I (PFFS),PFFS *,$29.00,,,,,H5006,014,2,"$3,000",Yes
Georgia,Atkinson,Sterling Life Insurance Company,Sterling Option II (PFFS),PFFS,$50.70,$200,Basic,None,BA,H5006,017,5,"$4,000",Yes
Georgia,Atkinson,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold (PFFS)",PFFS,$0.00,$0,Enhanced,None,EA,H5820,011,0,"$6,700",No
Georgia,Atkinson,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold MA Only (PFFS)",PFFS *,$0.00,,,,,H5820,029,0,"$6,700",No
Georgia,Atkinson,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Platinum (PFFS)",PFFS,$65.00,$0,Enhanced,None,EA,H5820,008,0,"$6,700",No
Georgia,Atkinson,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","e-Any, Any, Any Gold Direct (PFFS)",PFFS,$0.00,$0,Basic,None,BA,H5820,033,0,"$6,700",No
Georgia,Bacon,Care Improvement Plus,Care Improvement Plus Medicare Advantage (Regional PPO),Regional PPO,$63.00,$0,Basic,None,BA,R9896,012,0,"$3,400",Yes
Georgia,Bacon,Humana Insurance Company,Humana Gold Choice H2944-114 (PFFS),PFFS,$57.00,$0,Enhanced,"Few Generics, Few Brands",EA,H2944,114,0,"$5,900",Yes
Georgia,Bacon,Humana Insurance Company,Humana Gold Choice H2944-193 (PFFS),PFFS *,$15.00,,,,,H2944,193,0,"$6,700",Yes
Georgia,Bacon,Humana Insurance Company,HumanaChoice R5826-004 (Regional PPO),Regional PPO,$59.00,$0,Enhanced,"Few Generics, Few Brands",EA,R5826,004,0,"$5,900",Yes
Georgia,Bacon,Humana Insurance Company,HumanaChoice R5826-064 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,064,0,"$3,400",Yes
Georgia,Bacon,Humana Insurance Company,HumanaChoice R5826-077 (Regional PPO),Regional PPO,$69.00,$150,Basic,None,BA,R5826,077,0,"$5,900",Yes
Georgia,Bacon,Sterling Life Insurance Company,Sterling Basic (PFFS),PFFS *,$15.00,,,,,H5006,018,5,"$5,000",Yes
Georgia,Bacon,Sterling Life Insurance Company,Sterling Option I (PFFS),PFFS *,$29.00,,,,,H5006,014,2,"$3,000",Yes
Georgia,Bacon,Sterling Life Insurance Company,Sterling Option II (PFFS),PFFS,$50.70,$200,Basic,None,BA,H5006,017,5,"$4,000",Yes
Georgia,Bacon,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold (PFFS)",PFFS,$0.00,$0,Enhanced,None,EA,H5820,011,0,"$6,700",No
Georgia,Bacon,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold MA Only (PFFS)",PFFS *,$0.00,,,,,H5820,029,0,"$6,700",No
Georgia,Bacon,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Platinum (PFFS)",PFFS,$65.00,$0,Enhanced,None,EA,H5820,008,0,"$6,700",No
Georgia,Bacon,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","e-Any, Any, Any Gold Direct (PFFS)",PFFS,$0.00,$0,Basic,None,BA,H5820,033,0,"$6,700",No
Georgia,Baker,Care Improvement Plus,Care Improvement Plus Medicare Advantage (Regional PPO),Regional PPO,$63.00,$0,Basic,None,BA,R9896,012,0,"$3,400",Yes
Georgia,Baker,Humana Insurance Company,Humana Gold Choice H2944-114 (PFFS),PFFS,$57.00,$0,Enhanced,"Few Generics, Few Brands",EA,H2944,114,0,"$5,900",Yes
Georgia,Baker,Humana Insurance Company,Humana Gold Choice H2944-193 (PFFS),PFFS *,$15.00,,,,,H2944,193,0,"$6,700",Yes
Georgia,Baker,Humana Insurance Company,HumanaChoice R5826-004 (Regional PPO),Regional PPO,$59.00,$0,Enhanced,"Few Generics, Few Brands",EA,R5826,004,0,"$5,900",Yes
Georgia,Baker,Humana Insurance Company,HumanaChoice R5826-064 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,064,0,"$3,400",Yes
Georgia,Baker,Humana Insurance Company,HumanaChoice R5826-077 (Regional PPO),Regional PPO,$69.00,$150,Basic,None,BA,R5826,077,0,"$5,900",Yes
Georgia,Baker,Sterling Life Insurance Company,Sterling Basic (PFFS),PFFS *,$15.00,,,,,H5006,018,5,"$5,000",Yes
Georgia,Baker,Sterling Life Insurance Company,Sterling Option I (PFFS),PFFS *,$29.00,,,,,H5006,014,2,"$3,000",Yes
Georgia,Baker,Sterling Life Insurance Company,Sterling Option II (PFFS),PFFS,$50.70,$200,Basic,None,BA,H5006,017,5,"$4,000",Yes
Georgia,Baker,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold (PFFS)",PFFS,$0.00,$0,Enhanced,None,EA,H5820,011,0,"$6,700",No
Georgia,Baker,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Gold MA Only (PFFS)",PFFS *,$0.00,,,,,H5820,029,0,"$6,700",No
Georgia,Baker,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Any, Any, Any Platinum (PFFS)",PFFS,$65.00,$0,Enhanced,None,EA,H5820,008,0,"$6,700",No
Georgia,Baker,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","e-Any, Any, Any Gold Direct (PFFS)",PFFS,$0.00,$0,Basic,None,BA,H5820,033,0,"$6,700",No
Georgia,Baldwin,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",Presidential (PFFS),PFFS *,$0.00,,,,,H9720,038,0,"$3,400",Yes
Georgia,Baldwin,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",Presidential Plus (PFFS),PFFS,$0.00,$0,Enhanced,None,EA,H9720,039,0,"$3,400",Yes
Georgia,Baldwin,Care Improvement Plus,Care Improvement Plus Medicare Advantage (Regional PPO),Regional PPO,$63.00,$0,Basic,None,BA,R9896,012,0,"$3,400",Yes
Georgia,Baldwin,Humana Insurance Company,Humana Gold Choice H2944-114 (PFFS),PFFS,$57.00,$0,Enhanced,"Few Generics, Few Brands",EA,H2944,114,0,"$5,900",Yes
Georgia,Baldwin,Humana Insurance Company,Humana Gold Choice H2944-193 (PFFS),PFFS *,$15.00,,,,,H2944,193,0,"$6,700",Yes
Georgia,Baldwin,Humana Insurance Company,HumanaChoice R5826-004 (Regional PPO),Regional PPO,$59.00,$0,Enhanced,"Few Generics, Few Brands",EA,R5826,004,0,"$5,900",Yes
Georgia,Baldwin,Humana Insurance Company,HumanaChoice R5826-064 (Regional PPO),Regional PPO *,$0.00,,,,,R5826,064,0,"$3,400",Yes
Georgia,Baldwin,Humana Insurance Company,HumanaChoice R5826-077 (Regional PPO),Regional PPO,$69.00,$150,Basic,None,BA,R5826,077,0,"$5,900",Yes
Georgia,Baldwin,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Essential (PFFS),PFFS *,$0.00,,,,,H5435,001,0,"$5,200",Yes
Georgia,Baldwin,SecureHorizons by UnitedHealthcare,SecureHorizons MedicareDirect Rx (PFFS),PFFS,$20.00,$0,Enhanced,None,EA,H5435,014,0,"$5,200",Yes
Georgia,Baldwin,Sterling Life Insurance Company,Sterling Basic (PFFS),PFFS *,$39.00,,,,,H5006,018,8,"$5,000",Yes
Georgia,Baldwin,Sterling Life Insurance Company,Sterling Option I (PFFS),PFFS *,$69.00,,,,,H5006,014,5,"$3,000",Yes
